Q1_2008,Q2_2008,Q3_2008,Q4_2008,Q1_2009,Q2_2009,Q3_2009,Q4_2009,Q1_2010,Q2_2010,Q3_2010,Q4_2010,Q1_2011,Q2_2011,Q3_2011,Q4_2011,Q1_2012,Q2_2012,Q3_2012,Q4_2012,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,Q4_2015,Q1_2016,Q2_2016,Q3_2016,Q4_2016
,-0.4289,,,,,,-0.2365,,0.0403,,,,,-0.0873,,,,,0.0229,,,0.087,0.1267,,,0.1055,-0.05,,,0.0957,,,-0.1225,,0.188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.3016,-0.3049,,-0.156,0.0616,0.0893,,0.2952,0.186,-0.2784,-0.0761,-0.2059,0.4815,0.09,0.0092,0.3455,-0.1554,-0.036,0.0581,0.0588,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1275,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.1935,,,-0.0368,-0.1694,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.0308,,-0.0423,,,,,,,,,,,
,,,,,,,-0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.0493,,,-0.2025,,,-0.1875,,,-0.1136,,,,,,0.0423,,,-0.1176,,,,0.0174,,-0.0159,,,,,,0.325,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.1362,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.2894,,,,0.4855,,,,1.0588,,,,-0.0202,,,,-0.0271,,,,0.102,,,
,,,,,,,,,,,,,-0.297,,-0.051,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0615,,,
,,,,,,,,,,,,,,,,,,,,,0.0394,0.2803,,0.0485,0.2139,-0.0952,,0.1688,,-0.2083,,,0.3923,-0.2928,0.1328
,,,,,,,,,,,,,,,,,,,,,,,-0.0825,,,,0.0786,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.121,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,-0.0171,,,,0.0556,,,,-0.1002,-0.0423,0.314,,,0.0583,,,,0.3478,0.1183,
,,,,,,,,,,,,,,,,,-0.2597,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0526,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.0061,,,,0.1311,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
