No,Ticker,R4_2016,R3_2016,R2_2016,R1_2016,R4_2015,R3_2015,R2_2015,R1_2015,R4_2014,R3_2014,R2_2014,R1_2014,R4_2013,R3_2013,R2_2013,R1_2013,R4_2012,R3_2012,R2_2012,R1_2012,R4_2011,R3_2011,R2_2011,R1_2011,R4_2010,R3_2010,R2_2010,R1_2010,R4_2009,R3_2009,R2_2009,R1_2009,R4_2008,R3_2008,R2_2008,R1_2008,
247,SMC,,0.5342,0.3645,0.4861,0.0746,0.0984,-0.3222,-0.0909,-0.0481,0.0612,-0.0392,-0.1774,-0.008,0.0246,-0.3107,0.18,0.1811,-0.073,0.0538,0.3402,0.1279,-0.3857,-0.1139,-0.21,-0.0826,-0.1102,-0.202,0.0372,0.0034,-0.2175,0.16,0.9345,-0.16,-0.4475,0.2271,-0.4272,
248,SPM,,-0.1818,0.0206,0.1479,-0.0452,-0.1767,-0.1224,-0.0824,-0.043,0.1388,0.2129,-0.1217,-0.2409,0.1976,-0.1028,-0.0754,0.0893,-0.0508,-0.176,-0.0298,-0.3038,0.2326,-0.016,-0.1982,-0.1615,-0.037,-0.1176,0,0,0,0,0,0,0,0,0,
249,SRC,,-0.4857,0.1438,0.0515,-0.1313,0.3086,-0.1142,-0.1135,-0.1488,0.7022,0.009,-0.1323,0.3247,0.1086,-0.1422,0.2593,0.2558,-0.1103,-0.0938,0.9753,0.0253,-0.4104,-0.1007,-0.3436,0.0461,-0.2862,-0.1717,-0.378,0.0085,0,0,0,0,0,0,0,
250,SRF,,-0.0517,0.1983,0.6242,0,-0.0197,-0.1364,0.0414,0.0305,0.0314,0.0966,-0.2927,-0.033,-0.4192,-0.0395,0.3194,0.112,0.0237,0.0202,0.0644,0.013,-0.0688,0.0466,-0.0126,-0.1213,-0.0423,-0.1013,-0.0277,-0.0299,0,0,0,0,0,0,0,
251,S4A,,0.0784,-0.0438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
252,SSC,,-0.042,-0.1109,-0.0506,0.235,-0.1111,-0.1589,-0.0273,-0.0179,-0.0427,0.0833,0.2558,-0.0205,-0.0023,0.1579,-0.0026,0.3138,-0.1077,-0.0441,0.2143,0.2844,0.0481,0.1243,-0.185,-0.1685,-0.3651,-0.0851,0.1779,-0.2327,-0.1261,0.6168,1.1029,-0.0933,-0.3713,0.0887,-0.2637,
253,SSI,,-0.0701,-0.0047,-0.0444,-0.0088,-0.1236,0.2103,-0.2161,-0.096,0.0414,0.2033,-0.0659,0.4828,0.0675,-0.1421,0.0497,0.2746,-0.2447,-0.1296,0.2343,0.087,-0.2069,0.2378,-0.3279,-0.0121,-0.1179,-0.2533,-0.564,0.1026,0.0196,0.2966,1.757,-0.2491,-0.5746,0.9822,-0.6181,
254,ST8,,-0.1209,0.1375,0.2629,0.0441,-0.0192,-0.0756,0.0976,-0.0465,0.0488,-0.0889,0.125,0.3072,0.1007,-0.0211,0.0143,0.25,0.0467,-0.2246,0.0615,0.04,-0.0079,-0.0233,-0.2951,-0.2043,-0.1697,-0.1371,-0.0641,0.1065,-0.0313,0.2355,0.5509,-0.2374,-0.4049,0.0055,-0.4281,
255,STB,,-0.2788,-0.0545,0,0,-0.3373,-0.0829,-0.067,0.043,-0.0412,-0.0537,-0.0376,0.2312,0.0237,-0.0506,-0.1759,0.1739,-0.08,-0.2095,0.1244,0.5625,0.0286,0.1966,-0.1875,-0.0204,-0.0982,-0.2087,-0.1234,-0.0748,-0.3504,0.4755,0.7905,-0.2637,-0.3495,0.2612,-0.5243,
256,STG,,0.1856,0.3108,-0.0452,-0.3261,-0.2203,0.1753,-0.1315,-0.0236,0.4028,-0.2355,0.011,0.1767,0.16,0.1111,-0.1818,0.1957,0.15,-0.2825,-0.108,0.0965,0.2193,0.1065,0,0,-0.3158,0.1645,0,0,0,0,0,0,0,0,0,
257,STT,,-0.2947,0.2338,1.6552,-0.1944,-0.1818,-0.12,0.0417,-0.0588,0.5,-0.0811,0.1563,0.2308,-0.1613,-0.1143,0,0.0938,-0.2,-0.1667,-0.04,0.1905,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
258,SVC,,0.0047,0.1349,0.2,-0.0063,0.5539,0.02,0.1976,-0.0176,0.0429,0.1319,-0.2615,0.2662,0.2419,-0.1948,0.2941,0.3678,-0.1386,-0.229,-0.1208,-0.0802,-0.1,-0.0426,-0.1296,0.0335,-0.2692,-0.1852,0.1073,-0.1766,-0.1538,0,0,-0.2302,-0.4852,0.3706,-0.6482,
259,SVI,,0.0346,0.0714,0.0957,-0.0143,0.0606,-0.1176,-0.0286,0.0405,-0.0289,0.114,-0.2028,0.195,0.1219,-0.2471,0.4262,0.2681,0.0307,-0.0298,0,0,-0.0667,0.0209,-0.0591,-0.2039,-0.0116,-0.1313,0.2375,-0.1111,0.1392,0.1675,0.4604,0,0,0,0,
260,SVT,,-0.1111,0.4063,-0.6967,0.055,1.1739,0.3939,-0.0959,0.1231,-0.0714,0.0294,0.0794,-0.1,-0.1358,-0.0357,-0.3,0.165,0.3038,0.2951,-0.0317,-0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
261,SZL,,0.2755,0.2018,0.1515,-0.0388,0.1196,-0.0417,0.0435,0.0222,-0.0426,0.0682,-0.3071,0.5119,0.3125,0.0407,-0.0465,0.075,0,-0.2053,0.2177,0.1171,-0.1395,0.0661,-0.2798,-0.16,-0.1525,-0.3499,-0.0925,-0.4245,0.1583,0.5789,0.0133,-0.375,0,0,0,
262,TAC,,0.1811,0.1545,0.358,0.0411,0.0264,-0.1082,-0.0556,0.0022,-0.0646,0.0526,0.0111,0.0637,-0.1055,0.2573,-0.0308,0.0514,-0.0415,-0.3402,1.4375,0.0959,-0.056,-0.0492,-0.0896,0.1652,-0.0336,-0.2677,0.0417,0.2632,-0.4665,0.5281,0.8364,-0.2667,-0.6786,-0.1617,-0.2611,
263,TBC,,0.0345,0.022,-0.0772,0.0041,-0.0392,-0.0192,0.0196,0.0039,0.1651,0.0381,0.0995,0.1105,0.075,0,0.1852,0.1345,0.0085,-0.0407,0.1604,0.1522,-0.2,0.0455,-0.1406,0.0323,-0.1948,-0.0065,-0.1799,-0.1209,0,0,0,0,0,0,0,
264,TCL,,-0.0604,0.0311,-0.0236,-0.0133,0.1628,-0.0686,-0.1853,0.0828,0.1418,0.2009,-0.1673,0.0956,0.255,0.0526,0.0615,0.2013,0.0136,-0.1353,0,0.0625,-0.1111,0.0778,-0.4578,0.0476,-0.3082,-0.007,0.0974,0,0,0,0,0,0,0,0,
265,TCM,,-0.2427,-0.2167,-0.1349,-0.0098,-0.1472,0.1613,-0.0936,0.0088,-0.0059,0.3806,-0.1272,0.5215,0.2828,0.3063,0.6087,0.0952,-0.125,-0.28,-0.0476,-0.0367,-0.2733,0.145,-0.3032,-0.0259,0.0604,0.0769,0.0974,-0.1585,0.1091,0.1786,1.3333,-0.3684,-0.4477,0.0617,-0.6267,
266,TCO,,0.0142,-0.0275,-0.0354,0.0561,-0.0273,0.0784,-0.2154,0.04,0.0776,-0.0252,-0.0325,0.23,-0.0099,-0.0982,-0.0667,-0.1429,0.4737,-0.0206,-0.0583,0.03,0.4706,-0.1605,-0.2136,-0.0636,-0.0351,-0.2875,0,0,0,0,0,0,0,0,0,
267,TCR,,-0.3724,-0.1556,0.3636,0.1,0.25,0.1429,-0.3115,0.0893,0.037,-0.0182,0.0577,0.3333,0.1818,-0.1081,-0.1591,-0.0222,-0.0816,-0.2097,0,0.1698,-0.2535,0,-0.1744,0.0361,-0.0119,-0.0667,0.0843,-0.1263,-0.0952,0.05,0.7241,-0.3626,-0.2946,-0.0719,-0.3594,
268,FUCVREIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
269,TCT,,0.0667,0.0294,-0.0811,0.0694,-0.1277,-0.1119,-0.1242,-0.0365,-0.3367,0.3154,-0.09,-0.3711,0.0365,-0.0084,0.758,0.1,0.0914,0.0471,0.3084,0.2299,0.0116,0.1911,-0.278,0.0638,-0.0962,-0.1333,-0.2982,0.368,0,0,0,0,0,0,0,
270,TDC,,-0.0542,-0.2532,0.1618,0.0462,-0.1096,-0.2772,0.0202,-0.1081,0.0571,0.1053,-0.2213,0.5844,0.1159,-0.3429,0.1413,0.2958,-0.1647,-0.3609,0.3434,0.1379,0.0875,0.0127,-0.3828,-0.4047,-0.2833,-0.2167,0,0,0,0,0,0,0,0,0,
271,TDH,,-0.1626,-0.1022,0.0703,-0.0519,-0.0493,-0.1446,-0.1263,-0.064,0.2012,0.1192,-0.1882,0.3985,0.0992,-0.1418,0.0682,0.5,-0.3125,-0.2809,0.2535,0.1736,-0.3278,0.0909,-0.4,-0.0803,-0.1648,-0.355,-0.0431,-0.3661,0.1159,0.3226,1.0328,0.1091,-0.6333,0.0563,-0.3302,
272,TDW,,0.0489,0.0575,0.1348,-0.0171,0.1759,-0.2575,-0.1546,0.585,-0.0476,0.1053,0.0734,-0.0167,0,0.3333,-0.2151,-0.181,0.6154,-0.2073,0.5327,0.4079,-0.013,-0.0375,-0.0476,-0.1064,0,0,0,0,0,0,0,0,0,0,0,
273,THG,,-0.0101,0.2991,0.3795,0.0744,0.6436,-0.0208,0.1163,0.2741,0.1842,0.2667,-0.0217,0.15,-0.1111,0,0.125,0.1594,-0.1882,-0.3254,0.0862,0.1717,-0.0571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
274,TIC,,0.0496,0.0614,0.0179,-0.104,0,-0.0079,-0.0667,0.1739,-0.0417,0.0909,0.0784,0.0515,0.043,-0.0313,-0.04,0.0309,-0.03,0.0526,0.0556,0.125,0.0526,-0.038,-0.1771,0.0105,-0.181,-0.0866,-0.0863,-0.1032,0,0,0,0,0,0,0,
275,TIE,,-0.0242,-0.1014,0.2432,-0.0593,-0.0167,-0.0164,-0.1644,-0.0519,-0.0314,0.0325,-0.287,0.4026,0.3628,-0.0088,0.027,0.2614,-0.0222,-0.2683,0.2059,0.4783,-0.1039,-0.1149,-0.4459,-0.1649,-0.1256,-0.1762,0.2609,0,0,0,0,0,0,0,0,
276,TIP,,0.0162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
277,TIX,,0.081,0.2738,0.0723,0,0.1576,-0.0558,0.0437,-0.1271,0.1238,0.05,-0.0783,0.0333,0.1351,0.0694,-0.0335,-0.0821,0.0263,-0.1038,0.3006,0.0124,-0.0242,0.0645,-0.6026,-0.0026,-0.2481,-0.0545,-0.0435,-0.1016,0,0,0,0,0,0,0,
278,TLG,,-0.0459,0.2674,0.1944,-0.1529,0.2879,0,0.211,0.0283,0.1422,0.1345,-0.1787,0.2769,0.0685,0.2167,0.1538,0.3472,0.0052,-0.0634,0.2733,0.1838,-0.299,-0.1917,-0.0361,-0.0846,-0.0933,0,0,0,0,0,0,0,0,0,0,
279,TLH,,0.2593,0.3671,1.3939,-0.25,-0.0833,-0.1864,-0.1918,-0.1512,-0.0947,0.1446,-0.0674,0.141,0.2381,-0.1711,0.2881,0.439,-0.2407,-0.2174,0.3529,-0.0727,-0.2254,0.0441,-0.3061,-0.2283,-0.1477,-0.3713,0,0,0,0,0,0,0,0,0,
280,TMP,,0.0577,0,-0.0972,0.0549,-0.0421,-0.0172,0.0781,-0.0724,0.3426,0.102,0.0652,0.122,0.1389,-0.1,0.1189,0.1917,0.2,-0.1228,0.3412,0.2319,-0.2813,0.0435,-0.098,-0.0192,-0.2,-0.1667,-0.1285,-0.0056,-0.1176,0,0,0,0,0,0,
281,TMS,,-0.0596,-0.1799,-0.2527,-0.0792,0.6423,-0.0238,0.2,-0.0094,0.4722,-0.0769,0.1143,0.2238,0.0712,-0.022,0.1717,0.2073,-0.2852,0,-0.0357,0.7834,-0.3174,0.15,-0.2593,-0.0323,0.0295,-0.1788,0.0313,-0.0448,-0.0205,0.1477,-0.0915,-0.1323,-0.28,-0.0625,-0.1765,
282,TMT,,-0.3787,-0.3181,0.0424,-0.2384,0.3061,-0.0779,0.6776,0.4497,0.3101,0.7671,0.1061,0.1579,0.0755,-0.1017,0.1569,0.0851,0,-0.1132,-0.0364,-0.0678,0.0351,-0.2192,-0.4385,-0.1156,-0.4167,-0.5765,0.2396,0,0,0,0,0,0,0,0,
283,TNA,,0.0293,-0.0465,0.7432,0.0571,-0.1026,0.2074,0.1963,-0.0253,0.0147,-0.0144,0.0453,0.1229,0.1292,0.0048,0.2093,0.1391,-0.0848,-0.1538,-0.0051,0.0316,-0.1667,0.3412,-0.3254,-0.0836,-0.0517,-0.1643,0.8263,-0.05,-0.2337,-0.0906,0.7394,-0.0782,-0.3296,0.2304,-0.4259,
284,TNC,,0.1379,-0.0225,0.0114,-0.0737,-0.0404,-0.0571,-0.0789,-0.1799,0.1983,0.0357,-0.2533,0.0714,0.037,-0.106,-0.1371,0.1824,-0.0976,-0.0409,0.2482,0.0703,-0.1233,0.0815,-0.106,-0.0621,-0.0747,0.0296,0.2246,-0.1266,-0.0482,0.1141,1.2923,-0.3367,-0.4235,0.1972,-0.4409,
285,TNT,,-0.7894,-0.5654,-0.1126,0.2795,0.9244,0.6761,0.6905,0.3125,-0.2195,0.5185,-0.0357,-0.1765,1.2667,-0.25,-0.2308,0.3,-0.4118,-0.15,-0.1667,-0.4947,-0.1284,-0.1138,-0.3692,0.0156,-0.232,-0.2163,0,0,0,0,0,0,0,0,0,
286,TPC,,-0.0909,0.1579,0.0857,0.0145,0.0781,-0.0857,-0.1566,0,-0.0778,-0.1346,0.0097,0.1573,0.1266,-0.2752,0.172,0.0941,-0.1414,-0.1,0.25,0.1282,-0.0714,0,-0.16,-0.1304,-0.0496,-0.2293,-0.0063,0.1533,-0.1697,0.2692,1.3214,-0.2821,-0.4429,-0.0541,-0.5843,
287,TRA,,0.0268,-0.1111,0.3846,0.103,0.0061,-0.012,0.0641,0.0612,0.0068,-0.0201,-0.1437,0.1154,0.0685,-0.2356,-0.0637,0.2364,0.0577,0.0685,0.524,0.2605,-0.0843,-0.0119,-0.2,0.25,-0.0118,-0.1584,-0.0288,-0.037,-0.2394,0.0758,0.8333,-0.3739,0,0,0,
288,TRC,,0.1475,-0.0181,0.2143,-0.09,-0.115,-0.1032,-0.0345,-0.1869,-0.0641,-0.0628,-0.1701,0.0328,0.0389,-0.1526,0.0319,0.1809,0.0051,-0.0638,0.0846,0.2,-0.1425,-0.1578,-0.2913,-0.0078,0.113,-0.0086,-0.1594,0.0455,-0.0075,0.452,1.4757,-0.3531,-0.638,0.2248,-0.1224,
289,TS4,,-0.1596,0.1463,0,-0.012,0,-0.1263,-0.1204,-0.0769,0.0734,0.2111,-0.3382,0.4316,0.1585,-0.0575,-0.0333,0.0714,-0.0233,-0.2522,-0.0496,0.3444,-0.2562,0,-0.3459,-0.0931,-0.2124,-0.3255,0.0579,-0.0692,0.1111,0.5195,2.4478,-0.2717,-0.4177,0.2742,-0.4897,
290,TSC,,-0.265,-0.4444,-0.6129,0.3286,0.0072,-0.3505,-0.5023,-0.0227,0.4815,0.6875,0.3233,0.5465,0.3871,0.0877,0.0179,0.0182,-0.1667,-0.4211,-0.1429,-0.0432,0.178,-0.0084,-0.2119,-0.0904,0.0779,-0.4762,-0.0361,-0.0469,-0.2558,0.0997,0.6157,-0.2924,-0.547,0.6307,-0.4354,
291,TTF,,-0.6485,-0.6369,0.2059,0.2439,0.4731,0.6373,-0.157,0.0901,0.0673,0.253,-0.0674,0.3692,0.2745,-0.1053,-0.0656,0.3556,-0.1509,-0.4045,0.2714,0.2727,-0.321,0.0125,-0.36,-0.2038,-0.199,-0.1799,-0.1953,0.0683,0.0412,0.459,0.9263,-0.3581,-0.6,0.135,-0.4699,
292,TV1,,0.1429,0.037,-0.0217,0.0376,-0.05,0.037,0.0305,0.0234,0.024,-0.053,0.0394,0.114,0.0857,-0.0455,0.3253,0.0921,-0.0256,0.013,0.0845,0.449,-0.3718,0.0541,-0.2292,-0.0588,0,0,0,0,0,0,0,0,0,0,0,
293,FUCTVGF1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
294,TVS,,-0.1411,-0.1508,0.05,-0.0476,0.008,0.0776,-0.0413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
295,TYA,,-0.1919,0.0118,0.4167,0.1765,0.0303,0.0102,-0.0667,0.1932,0.0864,0.1739,-0.0548,0.2586,0.5263,-0.0952,-0.0455,0.2941,-0.0811,-0.2292,0.3333,0.0909,-0.1316,-0.0256,-0.2353,-0.1774,-0.1622,-0.1395,0.0617,-0.2136,-0.1417,0.2,0.6949,-0.5042,-0.3929,0.3517,-0.3556,
296,UDC,,-0.1926,-0.3415,0.3226,-0.1622,-0.0513,-0.025,-0.2157,-0.1774,-0.0159,0.1667,-0.1818,0.4043,0.6207,-0.3256,-0.0444,0.3636,-0.2979,-0.1754,0.1176,0.3421,-0.3091,-0.1406,-0.5188,-0.05,-0.235,0,0,0,0,0,0,0,0,0,0,
297,UIC,,0.1506,0.2333,0.0553,0.0051,0.0879,-0.0319,0.0162,0.0632,0.1299,0.1938,-0.2543,0.531,0.1188,-0.0381,-0.0278,0.2273,-0.0638,-0.1132,0.1778,0.1688,-0.1444,-0.0426,-0.3775,-0.2135,-0.0725,-0.4553,0.9388,-0.1695,-0.1387,0.4197,1.3537,-0.219,-0.3312,0.1894,-0.6343,
298,VAF,,0.1475,-0.3146,0.023,0.0807,-0.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
299,VCB,,-0.3481,0.1563,0.139,-0.0443,0.0094,-0.0185,0.1276,0.3863,-0.0107,-0.0345,-0.0523,0.0737,0.1538,-0.2006,-0.0433,0.3863,-0.0605,-0.1593,0.0846,0.2252,-0.1927,-0.0179,-0.1358,-0.0414,-0.1198,-0.0588,-0.1673,0.0675,-0.2017,0,0,0,0,0,0,
300,VCF,,0.1888,0.0288,-0.142,-0.0061,-0.1189,-0.016,-0.0553,-0.0386,0.125,0.1948,0.0267,0.1111,-0.2059,-0.2444,0.0976,0.4041,0.1145,0.0155,0.29,0.0526,0.0556,0.3534,0.3711,0,0,0,0,0,0,0,0,0,0,0,0,
301,VFG,,-0.1122,0.3953,-0.0077,0.1304,0.4024,-0.1961,0.0851,0.0217,0.1414,0.0075,-0.1209,0.0656,-0.1104,-0.0588,0.3351,-0.0329,0.0128,0.0541,0.0221,0.0343,0.087,-0.44,-0.0873,0.05,0.0084,-0.2067,0.087,0,0,0,0,0,0,0,0,
302,VHC,,-0.1532,0.6372,0.1531,-0.16,-0.0566,-0.008,-0.1074,0.1173,-0.2647,0.5839,0.2385,0.1354,0.0751,-0.3238,0.1581,-0.1226,-0.0373,-0.1413,0.1364,0.0313,0,0.1765,0.1148,-0.1867,-0.2147,-0.0078,-0.163,-0.1636,-0.0435,0.8608,0.7167,-0.027,-0.3771,0.2122,-0.3995,
303,VHG,,-0.1167,-0.3478,-0.0612,-0.3467,0.0417,-0.2421,-0.252,-0.1119,0.375,0.1685,-0.1604,-0.0783,0.3855,0.9302,0.1316,0.4074,-0.129,-0.3111,-0.1,-0.0385,-0.1475,-0.1644,-0.3917,-0.2,-0.2611,-0.0938,0.9145,-0.1269,0.0152,0.2692,1.3636,-0.4211,-0.6,-0.2776,-0.4633,
304,VIC,,-0.1268,-0.0838,0.1905,0.0304,0.0313,-0.1263,-0.0404,0.0248,-0.1744,-0.146,-0.1046,0.1087,0.104,-0.0809,0.0149,-0.0884,0.0426,-0.3155,-0.019,0.2575,-0.2924,0.0631,0.0374,0.321,0.2857,-0.0382,-0.2682,-0.235,0.814,-0.0373,0.5765,-0.4753,-0.243,0.4658,-0.2396,
305,VID,,-0.0386,0.0233,-0.1731,-0.1034,-0.0169,0.1569,0.186,0.1026,-0.0714,0.0769,-0.2642,0.8276,-0.1212,-0.1538,-0.25,1.08,-0.4186,-0.1731,0.3,-0.0244,-0.1961,-0.1207,-0.3333,-0.1553,-0.1417,-0.1429,0.157,-0.097,0.0075,0.1466,0.4872,-0.1875,-0.2195,0.1389,-0.4857,
306,VJC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
307,VIP,,-0.1444,-0.0426,0.0562,-0.1524,0.0938,-0.1652,-0.1085,-0.1513,0.1875,0.219,-0.2606,0.3786,0.4507,-0.1013,0.0676,0.2982,-0.1618,-0.0685,0.3273,0.1957,-0.3333,0.0615,-0.3689,0.0198,-0.2519,-0.3147,-0.0051,-0.2694,0.4339,0.1455,0.988,-0.2455,-0.4241,-0.0305,-0.3207,
308,VPS,,-0.2941,0.2143,0.1667,0.1043,-0.2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
309,VIS,,0.3069,0.4078,0.7458,-0.169,0.0597,0.0635,-0.2125,-0.1111,-0.0816,0.2564,-0.22,-0.1379,0.1048,-0.3,0.3274,0.8525,-0.3838,-0.2612,-0.0496,0.0071,-0.235,0.1582,-0.378,-0.1859,-0.1854,-0.3969,0.27,-0.3506,0.0845,1.4068,0.2826,-0.0171,-0.4608,0.5282,-0.4204,
310,VMD,,-0.0462,0.1607,-0.2201,0.273,-0.0375,0.0616,0.4526,0.044,0.0643,0.0688,-0.0123,0.3966,-0.1145,0.0077,-0.0076,-0.1149,-0.0452,-0.0606,-0.0294,-0.1981,0.0242,-0.1375,-0.0977,-0.0432,0,0,0,0,0,0,0,0,0,0,0,
311,VNA,,-0.2381,-0.125,0,0.0435,-0.1786,-0.125,-0.2558,0.1944,0.1613,0.069,0,-0.2927,0.64,-0.0741,-0.069,0.2083,-0.25,-0.2727,-0.102,0,-0.4096,0.0641,-0.339,-0.1631,-0.1657,-0.3717,0.6918,0,0,0,0,0,0,0,0,
312,VNE,,-0.241,-0.0978,-0.2333,0.1321,-0.197,-0.0769,0.1917,0.0811,0.48,0.2712,-0.2133,0.1719,0.5238,-0.2632,-0.0952,0.1455,-0.1538,-0.0714,0.5217,0.2105,-0.24,-0.0566,-0.4176,-0.1875,-0.1515,-0.3684,0.375,-0.0065,-0.1947,0.4179,1.0303,0.0476,-0.496,-0.247,-0.5311,
313,VNG,,-0.2794,0.1057,0.0424,0.1132,-0.0364,-0.1667,0.2571,-0.1923,0.4607,-0.1682,0.507,0.0758,0.2692,-0.0714,-0.1111,0.575,-0.3846,-0.0299,0.2182,-0.6405,-0.0129,-0.0774,0.05,-0.0123,-0.0471,0.3492,0.26,0,0,0,0,0,0,0,0,
314,VNL,,-0.0308,0.0484,-0.0916,-0.2244,0.2571,0.12,-0.1039,0.041,0.2465,0.2286,0.0294,0.1258,0.0786,0.0687,0.0077,0.0833,-0.04,0,0.0163,0.0696,-0.065,0.2059,-0.2273,-0.0638,-0.0784,-0.1905,-0.1409,-0.0351,-0.2138,0,0,0,0,0,0,
315,VNM,,-0.1154,0.0986,0.1094,0.0323,0.24,-0.0476,-0.0278,0.0909,-0.1081,-0.0976,-0.1277,-0.007,0.0923,-0.0299,0.301,-0.2016,0.2286,0.2139,-0.0495,-0.0055,-0.2738,0.2353,0.1525,0.0473,-0.0506,0.0056,0.0412,0.0828,-0.5032,0.7955,0.1812,-0.0261,-0.2783,-0.0185,-0.0769,
316,VNS,,0.0093,0.292,-0.1166,-0.0567,-0.0769,-0.158,-0.1085,-0.0979,0.0667,0.0465,-0.1207,-0.022,0.2225,0.2585,0.0417,0.3054,-0.044,0.1261,0.0571,0.05,-0.0476,0.3816,-0.4109,-0.1103,-0.0365,-0.1865,-0.26,0.0526,-0.1284,0.6873,1.2431,-0.2577,-0.4031,0,0,
317,VOS,,-0.1625,-0.2727,-0.1538,-0.0714,-0.0667,-0.2308,-0.35,0.0345,0.4146,0.1081,0,-0.2745,0.8214,-0.3,0.2121,0.5,-0.2667,-0.2105,0,-0.0256,-0.1522,-0.1321,-0.3614,-0.1531,0,0,0,0,0,0,0,0,0,0,0,
318,VPH,,-0.2414,-0.1553,0.1573,0.0595,0.05,-0.3333,0.1009,0.0792,0.1744,0.075,-0.2157,0.1461,1.0227,-0.1852,0.0588,0.3421,-0.1364,-0.3973,0.4038,-0.1746,-0.3226,-0.2734,-0.2928,-0.2642,-0.18,-0.3939,-0.2205,-0.0155,0,0,0,0,0,0,0,
319,VPK,,0.08,-0.2462,0.0365,-0.1273,-0.1165,0.1857,0,0.1111,-0.1711,0.0179,-0.3743,0.0848,0.0543,-0.0032,0.3652,-0.0254,0.4048,0.1915,0.6207,0.3385,0.0156,-0.0154,-0.1333,-0.1279,-0.1569,0.0851,0.093,-0.1042,-0.1028,0.07,0.6949,-0.3059,-0.2917,0.1765,-0.4333,
320,VRC,,0.875,0.4839,0,-0.0882,-0.0286,-0.0667,0.1538,-0.058,0.1897,0.0741,-0.0847,0.1132,0.1277,0.0217,-0.0417,-0.04,-0.2308,-0.2614,0.1139,-0.1222,-0.1346,0.0297,-0.5826,-0.1357,-0.1592,0,0,0,0,0,0,0,0,0,0,
321,VSC,,-0.2083,0.1901,-0.1103,-0.0216,0.2991,-0.0614,0.1176,-0.0377,-0.094,0.0086,-0.1471,0.3793,0.2143,-0.0514,0.0439,0.2853,-0.0124,0.0094,0.0811,0.0034,-0.0514,0.0367,-0.542,0.065,-0.0821,-0.1728,-0.1,0.0345,-0.0595,0.3309,0.716,-0.2832,-0.3314,0.7245,-0.51,
322,VSH,,0.0195,0.0694,-0.0886,-0.0539,0.1929,-0.0071,0.0292,-0.0284,-0.0473,-0.1084,0.044,0.0816,0.1221,-0.1325,0.3363,0.0463,0.0189,-0.152,0.2755,-0.0667,0.0606,0.1379,-0.2869,0.0167,-0.0551,-0.0929,-0.1139,-0.1813,-0.5491,0.4079,0.2112,-0.0118,-0.328,0.4,-0.2308,
323,VSI,,0.1111,-0.1643,0.0448,0.0806,-0.008,0.1364,0.0784,-0.15,0.4815,0.1408,0.127,0.0862,-0.0333,-0.0164,-0.1644,-0.0641,0.1304,-0.266,0.4242,-0.0704,0.0923,-0.2857,-0.381,0,0,0,0,0,0,0,0,0,0,0,0,
324,VTB,,0.1053,-0.1014,0.1128,0.031,0.0238,-0.0667,0.0547,0.0667,0.1215,-0.0183,-0.1484,0.219,0.2353,-0.1905,0.3291,0.026,0.0694,-0.1724,0.1299,0.1,-0.1463,-0.0787,-0.2393,-0.2148,-0.2624,0.2169,0.0375,-0.0909,0.0932,0.15,0.0938,-0.1795,-0.0983,-0.2311,-0.4079,
325,VTO,,-0.2029,0.3165,0.254,-0.087,0,-0.0417,-0.122,-0.0682,0.1139,0.2154,-0.1447,0.1692,0.6667,-0.1522,-0.1481,0.3171,-0.1633,-0.1404,0.1875,0.1429,-0.16,-0.0566,-0.3205,-0.1034,-0.1869,-0.1301,0.0982,-0.1642,-0.1007,0.0276,0.686,-0.3065,-0.3737,0.0102,-0.4615,
326,ACB,,0.0611,-0.0217,-0.066,0.0155,0.0601,-0.0518,0.1353,0.1184,-0.0194,-0.0127,-0.0819,0.0962,0.013,-0.0667,0,0.1379,-0.2677,-0.2296,0.0936,0.1929,-0.0751,0.034,-0.0804,0,-0.2057,-0.1048,-0.137,-0.0082,-0.2349,0.1212,0.7024,-0.4126,-0.5513,0.951,-0.5377,
327,ACM,,0.0526,-0.5957,-0.0784,0.1087,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
