No,Ticker,R4_2016,R3_2016,R2_2016,R1_2016,R4_2015,R3_2015,R2_2015,R1_2015,R4_2014,R3_2014,R2_2014,R1_2014,R4_2013,R3_2013,R2_2013,R1_2013,R4_2012,R3_2012,R2_2012,R1_2012,R4_2011,R3_2011,R2_2011,R1_2011,R4_2010,R3_2010,R2_2010,R1_2010,R4_2009,R3_2009,R2_2009,R1_2009,R4_2008,R3_2008,R2_2008,R1_2008,
588,SDT,,-0.0938,-0.068,-0.055,-0.0917,-0.1241,-0.0486,-0.0464,-0.0793,0.0513,0.0685,-0.1412,0,0.1258,0.0786,0.0769,0.0924,0.0917,-0.1742,0.082,0.2449,-0.1478,-0.425,-0.4334,-0.1791,-0.1296,-0.1556,0.0503,0.0334,0.0631,0.6355,0.6757,-0.1667,-0.4897,1.0233,-0.6742,
589,SDU,,0.1667,0,0,-0.1724,0.2288,-0.056,-0.0942,0.0222,0.2617,0.1263,0.131,0.4,0.0345,0.234,-0.0408,-0.0926,-0.0847,-0.3059,0.1972,0.1639,-0.5308,-0.2169,-0.503,-0.1279,-0.2505,-0.4975,0.5339,0.0541,0,0,0,0,0,0,0,
590,SDY,,0,0.1975,0,0.0125,0.2121,0,0.4667,0.1842,0.027,0.0571,0.25,0.3333,-0.3438,0.7778,0.0588,0.0625,-0.2727,-0.3333,0.2692,-0.0714,-0.3,-0.1667,-0.4,-0.3333,-0.4521,-0.5079,0.459,-0.1974,0.3571,0.3659,0.3667,-0.2574,-0.4767,1.2057,-0.527,
591,SEB,,-0.1056,0.1367,0,-0.3939,0.65,0.2346,-0.1791,0.2333,-0.2615,0.1207,-0.0169,0.0315,0.1304,-0.0964,0.1765,0.0625,-0.0132,0.3675,0.5091,0,-0.009,0.1684,-0.252,0.0079,-0.16,0,-0.1018,0.0373,0.0255,0.1544,0.0794,0,0,0,0,
592,SED,,-0.0833,0.1429,0.0618,-0.0582,0.1317,-0.0291,0.0818,-0.1167,0,0.0714,-0.1962,0.2981,0.1667,0.0952,0.2857,-0.1327,0.2283,0.0222,0.1842,-0.038,0.0822,0.0282,-0.2283,-0.1068,-0.2993,-0.02,-0.026,-0.1809,0.0387,0,0,0,0,0,0,
593,SFN,,-0.0257,0.1574,0.3584,0.0237,-0.0865,0.1563,-0.0909,0.0353,0.018,0.1678,-0.0714,0.1,0.2069,-0.0866,0,0.3229,0.0435,-0.0417,0.1852,-0.0471,-0.1053,-0.0686,-0.2444,0.0305,-0.2294,-0.1667,0.1027,-0.0464,0.1086,0,0,0,0,0,0,
594,SGC,,-0.155,0.4015,0.2774,0.0333,-0.4118,0.5224,-0.003,-0.0615,-0.0056,0.1215,0.0918,0.1308,0,0.2683,0.0847,0.2115,-0.2571,0.1667,0.0909,-0.1033,-0.0564,0.0263,-0.05,0.0989,0.0111,-0.1628,0.0859,0.1,0.0227,0,0,0,0,0,0,
595,SGD,,-0.0217,-0.0213,-0.0208,-0.04,-0.0385,0,0.0297,-0.0648,0.0693,-0.0472,-0.0862,-0.0333,0.0909,0.0476,0.2209,0,0.1026,-0.0127,0.6122,0.0208,-0.1111,0.08,-0.2754,-0.2159,-0.2605,-0.1314,0.2124,-0.1308,-0.2121,0.162,0.2679,-0.1318,-0.5536,0.741,-0.5797,
596,SGH,,0.4,0.0714,-0.0498,-0.5196,0.122,-0.1277,-0.2633,0.0127,-0.0455,-0.3196,0.0319,-0.0505,0,0.3562,0,0.0896,-0.1698,0.2172,0.0608,-0.1497,-0.1788,0.354,-0.1257,-0.2432,0.2333,0.0176,0.1371,-0.0411,0.0429,0,0,0,0,0,0,
597,SGO,,-0.2727,-0.5111,-0.5213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
598,SHB,,-0.0189,-0.1587,-0.0597,0,-0.0147,-0.15,-0.1111,0.0345,-0.0842,0.044,-0.0215,0.3286,0.0938,-0.1351,0,0.5102,-0.3,-0.2857,0.1264,0.3594,-0.2,-0.0476,-0.1765,-0.0642,-0.1742,-0.2941,-0.1461,-0.131,-0.2174,0.2778,0,0,0,0,0,
599,SHN,,-0.1393,0.22,-0.3007,0.0593,0.3918,-0.0583,2.2188,-0.2727,-0.0435,0,-0.1636,5.875,0.1429,-0.5,-0.125,0.7778,-0.4,-0.1667,-0.7097,-0.1733,-0.3952,0.1698,-0.3873,-0.0895,-0.304,-0.48,1.6515,0,0,0,0,0,0,0,0,
600,SHS,,-0.1186,-0.0923,-0.1096,-0.0519,0.0845,-0.1341,-0.1633,-0.1901,0.1748,0.241,0.1216,0.2759,0.0943,-0.2639,0.0286,0.7949,-0.3276,-0.275,0.6667,0.2632,-0.3091,0.0185,-0.4953,-0.1769,-0.2262,-0.1765,-0.15,-0.3103,0.0235,0,0,0,0,0,0,
601,SIC,,0.2944,0.2236,0.5481,-0.0095,0.3125,-0.4937,0.4234,0.3875,0.0127,0.3167,-0.1304,0.15,0.2,-0.0909,-0.1129,0.2917,-0.1111,-0.4433,0.4058,0.0299,-0.2796,-0.1058,-0.329,-0.3432,-0.2827,-0.1816,0.2072,-0.0486,0.1589,0.2636,0.9917,-0.2208,-0.4615,0.9324,-0.6884,
602,SJ1,,-0.0335,-0.0821,0.0156,0.0667,0.0588,-0.0449,-0.11,0.0471,0.0914,0.0294,-0.2641,-0.0375,0.086,0.0279,0.075,-0.0244,-0.0766,-0.2128,0.2533,-0.1346,0.4365,-0.095,-0.2395,0.2829,-0.1897,-0.1123,0.2284,0.0642,0.0187,0,0,0,0,0,0,
603,SJC,,-0.1034,-0.1594,0.0147,0.283,0.4722,-0.1429,-0.1064,-0.2769,-0.3229,0.0549,0.1818,0.1493,-0.0694,0,-0.0526,0.027,0.0725,-0.2887,0.0659,0.0225,-0.1982,0.0673,-0.4555,-0.4031,-0.0533,-0.1736,0.4103,-0.1317,0.336,0.4205,0.2394,-0.1446,-0.5216,1.0778,-0.5707,
604,SJE,,-0.1414,-0.1314,-0.0515,0.2947,0.3073,0.0634,-0.0724,0.0279,-0.0359,0.232,-0.0765,0.3333,0.1221,0.2718,0.0098,0.3973,-0.0395,-0.1461,0.1125,0.1111,-0.3143,0.25,-0.4581,-0.2132,-0.3994,-0.219,0.0938,-0.0154,0.108,0.4852,0.669,-0.2155,-0.4692,1.685,-0.7263,
605,SLS,,-0.0648,0.0435,0.9565,0.0818,0.6689,0.0852,-0.0816,0.0691,0,0,-0.0646,0.028,-0.0272,0.1529,0.1591,-0.1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
606,SMT,,-0.1341,-0.0682,0.0233,0.0361,0.0375,-0.084,-0.2012,0.1971,0.3769,-0.1348,0.369,0.6,0.0096,0,0.4857,0.4894,0.093,-0.2037,0.8621,-0.1212,-0.1951,-0.2407,-0.3077,-0.2427,-0.1557,0,0,0,0,0,0,0,0,0,0,
607,SMN,,-0.0109,0.0698,-0.0947,-0.1038,0.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
608,SPI,,-0.4595,-0.7176,2.1951,0.4138,0,-0.2927,-0.0465,-0.4557,0.2154,0.1207,0.2609,-0.2333,0.1321,-0.6045,-0.036,-0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
609,SPP,,0.616,0.25,0.2048,-0.1354,0.6271,-0.1449,-0.0548,0.0282,-0.0139,0.0286,-0.1566,0.0641,0.1304,0.0147,0.0303,0.0645,-0.0462,-0.5,-0.4222,-0.1906,0.0692,0,-0.0681,0.0528,0.0115,-0.2995,0.0331,0.1565,0.7584,0.2714,0.25,-0.3946,0,0,0,
610,SRA,,1.4375,0.0667,-0.1667,0,-0.0526,-0.1739,0.0455,-0.0833,-0.1429,0,-0.0345,-0.1944,0.8947,-0.05,-0.5455,1.0952,-0.5,-0.0667,-0.2105,-0.0952,-0.1923,-0.1333,-0.4675,-0.2455,0.1852,-0.3679,1.7685,-0.069,0.0841,-0.0855,-0.415,0.0363,0.4403,0.0469,-0.5556,
611,SSM,,0.2531,0.08,-0.0132,0.2063,0.2475,0.0521,-0.2,-0.0244,-0.0238,0.2115,-0.218,0.5287,0.3182,0.0476,-0.0308,0.1818,-0.1406,-0.0725,0.0299,0.1356,-0.2976,-0.125,-0.3425,-0.2736,-0.2821,-0.4815,0,1.1012,-0.292,0.852,0.7982,0.2824,0,0,0,
612,STC,,0.3824,-0.0246,0.1902,-0.2146,0.0875,0.0435,0.2234,0.0867,0.0485,0.1458,-0.0204,0.028,0.2119,0.1238,0.129,0.1481,-0.0471,0.0241,0.137,0.0282,0.0143,-0.1463,-0.2264,-0.045,-0.0672,-0.15,0.1667,-0.0769,-0.1034,0.0985,0.2453,-0.045,-0.3799,0.2606,-0.5052,
613,STP,,-0.0308,-0.1333,-0.0506,0.0822,-0.0759,-0.1413,0.122,-0.1458,0.0213,0.0108,-0.051,0.1807,0.3175,-0.3,-0.011,0.1375,-0.1304,-0.1858,-0.0887,0.1171,-0.3471,0.36,-0.5,-0.1289,-0.0918,-0.208,0.0556,0.0107,0.2508,0.4585,0.4539,-0.2079,-0.5014,1.2739,-0.6702,
614,SVN,,-0.4074,-0.4,0.0976,0.1714,0.4583,-0.3333,0.1613,-0.6961,0,0.5692,-0.7759,-0.0236,0,0,-0.2721,0.1758,-0.1699,0.1676,0.0199,0.1858,0.5829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
615,TA9,,-0.12,-0.1228,0.1875,0.25,-0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
616,TAG,,-0.1964,0.931,0.3632,-0.1,-0.1034,0.5847,-0.085,-0.095,-0.1784,0.3251,-0.3636,-0.3065,0.0314,0.1436,0.5175,0.0405,-0.0852,-0.1,0.1321,-0.0433,0.2366,0.1789,-0.3667,-0.3023,-0.1434,-0.1036,0.0566,0,0,0,0,0,0,0,0,
617,TBX,,0,0,-0.0291,0.1444,-0.0816,0.0538,-0.051,-0.0667,0.05,0,-0.0099,0.01,-0.115,-0.4293,0.0476,1.1977,-0.3008,0.1182,-0.1538,-0.1034,-0.0705,0.1064,-0.7152,0.1327,0.2105,0.1993,0.1758,-0.1899,0.5048,0.2353,0.1724,-0.3379,0,0,0,
618,TC6,,-0.0345,-0.6027,0.3273,0.028,0,-0.2867,0.0274,-0.0135,0.0068,0.1221,-0.361,1.3295,0.1139,-0.2818,-0.0435,0.036,0.0091,-0.2414,-0.0584,0.5714,-0.125,-0.2533,-0.2063,-0.0597,-0.1373,-0.1993,0.1502,-0.0269,-0.1275,0.0836,0.2277,-0.2632,-0.293,0,0,
619,TCS,,-0.4375,0.0323,0.1341,0.038,-0.0706,-0.0341,-0.033,-0.1415,-0.1017,0.1028,-0.3097,0.7614,0.0732,-0.287,-0.1667,0.2105,0.0179,-0.1111,-0.0156,0.3913,-0.2333,0.165,-0.4579,-0.0777,-0.1234,-0.1328,0.0627,0.0366,0.0513,-0.0602,0.4148,-0.3071,0,0,0,
620,TDN,,0.125,-0.4667,0.0112,0.0988,-0.069,0.0116,-0.1569,-0.0097,0.0729,0.0323,-0.2901,0.5057,0.061,-0.2407,-0.0924,0.1553,-0.0374,-0.2074,-0.0074,0.7,-0.3043,-0.4072,-0.13,-0.0219,-0.2138,-0.1265,0.328,0.1261,-0.1685,0.1509,0.1154,-0.1938,0,0,0,
621,TEG,,-0.1176,-0.3377,-0.1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
622,TET,,-0.29,0,-0.061,0.2034,-0.0112,-0.0529,0.0739,-0.1619,0.5217,-0.1097,0.6848,-0.3429,0.0526,-0.1307,-0.0727,0.1,-0.0385,0.0986,-0.4274,0.029,-0.1831,0.0208,-0.1108,-0.0122,0.0313,0.0633,0,0,0,0,0,0,0,0,0,
623,TFC,,-0.2021,-0.5648,-0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
624,TH1,,-0.6634,0.4748,-0.1919,-0.2037,-0.1184,0.1036,0.2832,-0.1878,0.2171,-0.4167,0.1673,-0.2441,0.1644,-0.0458,-0.0438,0.2308,-0.037,0.1345,0.1388,0.0829,0.0546,-0.1029,-0.0727,-0.3714,-0.1228,-0.2252,0.03,-0.0421,0,0,0,0,0,0,0,
625,THB,,0.0152,-0.015,-0.3056,0.0706,0.0891,-0.0886,-0.1738,0.2664,0.0837,0.2256,-0.2041,0.5605,0.0608,0.1128,-0.0148,0.1066,0.1193,-0.0439,-0.05,0.1765,-0.0893,-0.0667,-0.2814,0.0183,-0.0575,-0.13,0.0582,-0.0105,-0.1116,0.6288,0.32,-0.2754,0,0,0,
626,THS,,0.125,-0.04,0.0417,0.0909,-0.0435,-0.08,0.0714,0.0606,-0.0294,-0.1392,0.2344,-0.0303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
627,THT,,0.2321,-0.6111,0.1613,-0.008,-0.0385,-0.1875,0.039,0.0336,0.0956,0.0968,-0.1842,0.434,0.06,-0.0909,0.068,0.0842,0,-0.252,-0.1859,0.5758,-0.1538,0.0935,-0.4456,-0.081,-0.1765,-0.1694,0.0302,0.1245,-0.2229,0.2868,0.5143,-0.0591,0,0,0,
628,TTH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
629,TIG,,-0.375,-0.1899,-0.1319,-0.1875,-0.0088,0.066,-0.124,-0.0082,0.4524,0.05,-0.0361,0.2029,0.8649,-0.119,-0.1429,0.5313,0.1852,-0.3571,0.1053,-0.1163,-0.3065,0,-0.5839,-0.3165,0,0,0,0,0,0,0,0,0,0,0,
630,TJC,,-0.1023,-0.0737,0.044,-0.125,0.2093,0.0238,-0.3538,-0.0845,0.4059,0.6557,0.22,0,1.2727,-0.12,-0.1379,0.381,-0.2222,-0.3721,0.2647,-0.1707,-0.1087,-0.1321,-0.4111,-0.25,-0.2453,-0.2206,0.0737,0.0215,-0.051,0.1667,0.4483,-0.4286,-0.2481,0.6981,-0.4904,
631,TKC,,0.3,-0.1367,0.0775,0.0932,0.2041,-0.1478,0.2105,0.4179,0.2407,0.125,-0.2131,0.3864,0.4194,-0.0606,-0.175,-0.1304,-0.0612,-0.2222,0.125,0.1429,-0.4556,0.1111,-0.391,-0.257,-0.1435,-0.489,0.623,0,0,0,0,0,0,0,0,
632,TKU,,0.3012,-0.1354,0.3714,-0.1954,-0.13,0.1111,-0.0217,-0.1154,0.1818,-0.3016,-0.0935,0.0692,0.4444,0.2329,-0.4341,2.0714,-0.1923,-0.1875,0.0159,0.3696,-0.3333,0.1695,-0.3516,-0.1078,-0.3289,-0.2897,0.0239,0.1808,0.4508,0.1193,0.4533,-0.3119,-0.5381,0.9832,-0.4413,
633,MBS,,0,-0.1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
634,TMC,,0.1929,-0.0476,0.05,0.0769,0.04,0.087,0,-0.0417,0.1321,0,0.0095,0.1053,-0.05,-0.0566,-0.0185,-0.0609,0.1386,-0.114,0.1176,-0.0727,-0.1852,-0.25,-0.1743,-0.1615,-0.0972,-0.1403,0.1964,-0.4043,0.0173,0,0,0,0,0,0,
635,TMX,,0.2444,0.875,0.2973,-0.0976,-0.5444,-0.1,-0.0099,0.0632,0.0326,0.1646,-0.307,0.1753,0.3857,0.0769,0,0.1607,-0.0667,-0.3023,0.0361,0,0.0375,-0.0476,-0.3538,-0.1667,-0.1522,-0.3589,0.9658,0.0815,0,0,0,0,0,0,0,
636,BAX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
637,TNG,,-0.1382,-0.1739,-0.0515,-0.0051,-0.22,0.0417,-0.0476,-0.0455,0.5621,0.3413,-0.125,0.3585,0.1778,0.1111,0.0253,0.2154,-0.1333,-0.2021,-0.0962,0.2381,-0.215,0.2159,-0.4323,-0.3376,0.0685,0.0429,0.1475,-0.2824,0.1644,0.3193,0.3607,-0.0896,-0.2071,0.5648,-0.6276,
638,TPH,,-0.16,0.087,-0.1786,-0.0667,0,0,0.3636,0.375,0.1429,-0.0909,0,0.1159,0.0615,-0.0972,0.6,-0.3284,0.2885,0.0196,0.275,-0.1837,-0.0755,-0.2206,-0.1169,-0.0941,-0.15,-0.0909,0.1702,-0.1681,-0.0813,0.0513,0.2857,-0.0808,-0.3926,0.2538,-0.5667,
639,TPP,,0.2417,-0.04,0.3021,0.2973,0.1473,-0.0444,-0.0288,0.0859,-0.0519,-0.106,-0.0195,0.1159,-0.1154,0.1729,0.4778,-0.3077,0.2621,0.1444,0.3235,0.193,-0.05,-0.0164,-0.3146,-0.2054,-0.1825,-0.2081,0.4417,-0.1429,-0.1463,0.312,0.5244,-0.2477,0,0,0,
640,TSB,,0.0111,-0.0816,-0.1404,0.0088,0.2697,-0.101,0,0.0761,-0.0316,0.3571,0.2281,-0.1231,0,0.1404,0.2667,-0.0426,-0.2419,0.069,-0.2564,-0.1333,-0.2437,-0.367,-0.2879,0,0,0,0,0,0,0,0,0,0,0,0,
641,TST,,-0.1967,0.1961,-0.0556,0,0.0588,-0.0893,0.0769,0.1064,0,0,-0.1455,0.0377,1.0385,-0.1333,-0.0909,-0.1538,-0.093,-0.3676,0.0462,0.1818,-0.3452,-0.1683,-0.3311,-0.2176,-0.3275,0.063,-0.1456,0.1575,0.5424,0.18,0.3158,-0.1094,-0.1634,-0.0438,-0.6596,
642,TTB,,0,-0.3689,0.03,-0.0654,0.0388,-0.2482,0.0074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
643,TTC,,-0.1688,0.0548,0.3114,0.2556,0.1083,0.1111,-0.0847,0.0536,-0.0088,-0.0583,0.0345,0.234,0.175,0.1594,0.15,0.2766,0.2368,0.027,0.3214,0,0.037,-0.0357,-0.4286,-0.3194,-0.2941,0.0851,0.0562,0,0,0,0,0,0,0,0,
644,TTZ,,-0.4,-0.0385,0.2093,-0.3175,0.05,0.0526,0.1633,-0.1091,0.1458,0.0213,-0.1607,0.3659,-0.0682,-0.834,1.5481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
645,TV2,,0.9242,0.1722,0.5254,0.2474,0.2318,-0.0634,0.0677,0.1294,0.6425,0.035,-0.0566,0.4621,0.16,-0.1667,0.25,0.2,-0.1071,-0.1642,0.3137,0.2439,-0.0889,-0.2683,-0.0465,-0.2367,-0.1836,-0.0921,0.2,-0.2017,0,0,0,0,0,0,0,
646,TV3,,0.0464,-0.2962,0.571,0.3401,-0.2257,0.1,0.0781,0.345,0.1976,0.0438,0,0.2308,0.25,-0.2571,0.1667,0.6216,-0.3393,-0.1704,0.2857,0.0606,-0.1391,-0.065,-0.1745,0.1462,-0.3229,-0.1899,0.1286,0,0,0,0,0,0,0,0,
647,TV4,,0.0923,-0.0076,-0.0296,0,0,-0.0217,-0.0072,-0.0671,0.419,0.1667,0.0465,-0.0337,0,-0.1909,0.1224,0.225,0.0811,-0.3675,0.1818,0.5469,-0.2381,-0.0968,-0.3586,-0.1471,-0.1866,-0.1739,0.3316,0.0383,-0.0266,0.0387,0.5083,0.0169,-0.3822,0,0,
648,TVC,,0.0236,-0.0305,-0.1709,0.2951,-0.0394,-0.5189,0.0038,-0.2795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
649,TVD,,0.05,-0.1667,-0.0886,-0.0595,0,-0.1429,-0.1765,-0.063,0.2212,-0.2518,-0.0974,0.4951,0.1839,-0.1471,-0.0097,0.3038,0,-0.319,-0.0169,0.0536,0.0874,-0.0463,-0.3077,0,0,0,0,0,0,0,0,0,0,0,0,
650,TXM,,0.3115,-0.1286,-0.3333,0.4,-0.1848,-0.0108,0.1071,0.0244,-0.0465,0.1026,0.2381,0.3404,0.3429,0.0938,-0.0857,0.0938,0.1034,-0.3095,0.2,0.0606,-0.175,-0.2157,-0.3704,-0.1474,-0.1204,-0.0182,0.2644,-0.1869,-0.1955,0.0992,0.7794,-0.299,-0.3782,0.5146,-0.6038,
651,UNI,,-0.4203,-0.1375,-0.1111,-0.1089,-0.1062,0.1414,0.1124,0.0114,0.2941,0.0462,-0.2935,0.2778,0.3091,-0.127,-0.1,0,-0.1463,-0.2679,1.4348,-0.1154,-0.1613,-0.0159,-0.4615,-0.2994,-0.1733,-0.556,0.2297,0.0364,0.186,0,0,0,0,0,0,
652,V12,,0.0526,-0.2149,0.1863,0.02,0.0204,-0.0841,0.1505,0.022,-0.0421,-0.0594,-0.0818,0.2791,0.2464,-0.08,-0.026,0.6042,-0.1429,-0.2911,0.2742,0.1923,-0.2353,-0.0556,-0.3143,-0.3269,-0.3067,-0.2969,0.4545,0,0,0,0,0,0,0,0,
653,V21,,0.2037,-0.1,0.1538,-0.0714,0,0.2174,-0.2069,0.1373,-0.2817,0.2679,-0.0667,-0.0625,-0.2099,0,-0.3415,0.6849,-0.0519,-0.1444,-0.6525,0.2333,0.4483,-0.0705,-0.3217,-0.1085,-0.4881,-0.0436,0,0,0,0,0,0,0,0,0,
654,VAT,,-0.0391,0.226,0.587,0.15,-0.3548,0.1376,0.2529,0.16,0.1538,0.2037,0.1739,0.3143,-0.3,0.2195,-0.4143,0.3208,-0.1719,0.1852,0.3846,-0.1333,-0.2742,-0.2874,-0.2564,0,0,0,0,0,0,0,0,0,0,0,0,
655,VBC,,-0.0066,0.2797,0.1174,0.2,-0.0222,0.1111,-0.0357,-0.0071,0.0902,0.2933,-0.2288,0.1114,0,0.1146,0.2031,0.6948,-0.1895,0.0857,0.2963,-0.2663,0.15,-0.4805,0.0657,-0.1719,-0.4639,0.6692,0,0,0,0,0,0,0,0,0,
656,VBH,,0.1176,0.0968,0.0764,0.007,0.007,0.0143,0.0145,0.1597,0.0348,-0.065,-0.2215,0.2154,-0.2737,-0.105,0.2579,0.7097,-0.3882,-0.2124,0.0782,0,-0.0821,0.1471,0.0759,-0.0307,0.094,0.1462,0.0317,-0.0667,0.0976,0.1495,-0.0446,-0.2276,-0.1667,0.1837,-0.3033,
657,VC1,,0.0127,-0.076,0.125,0.0483,0.0284,0.0522,-0.2118,-0.1414,0.0051,-0.015,0.1834,0.1342,0.0136,-0.0455,0.0769,-0.1588,0.1409,-0.0449,-0.0429,-0.1093,0.0167,-0.1589,-0.4056,-0.1325,-0.0547,-0.2744,0.2474,-0.03,0.6667,-0.0625,0,0,0,0,0,
658,VC2,,0.0867,-0.0741,0.3613,-0.0703,-0.0519,-0.0753,-0.0068,-0.02,-0.0323,0.1481,0,0.35,0.3889,-0.04,-0.1573,-0.022,-0.099,-0.1583,-0.0476,-0.0382,-0.4353,-0.1311,-0.3154,-0.1522,-0.1418,-0.2,0.2811,0.0097,-0.1395,0.3807,0.6269,-0.1779,-0.4825,1.2261,-0.732,
659,VC3,,0.1797,-0.1,0.2186,0.2183,-0.5474,1.75,0.1572,-0.0062,0.1594,0.0952,0.0678,0.2165,-0.224,0.1905,-0.0948,0.2473,-0.3309,-0.2057,-0.3056,0.1776,-0.2843,-0.1257,-0.2875,-0.2488,0.039,-0.2136,0.1866,0.0297,0.8444,0.458,0.5355,-0.1667,-0.3695,0.1847,-0.4,
660,VC6,,0.0127,-0.2547,0.1778,0.0976,-0.0682,0.0476,-0.0118,0.0494,-0.0241,0.0921,0.0556,0.0909,0.1579,-0.0339,-0.0328,0.0893,-0.2222,0.0286,-0.2308,0.1818,-0.2143,0.225,-0.4118,-0.2917,-0.2289,-0.327,0.48,-0.0809,0.3949,0.2342,0.463,-0.2752,-0.2905,0.0881,-0.5039,
661,VC7,,-0.2418,0.5948,0.319,-0.1714,0.2613,0.4051,-0.0595,0.12,0.087,0.15,0,0.3636,0.4194,-0.3111,-0.1346,0.1818,-0.3433,-0.2118,0.0366,0.3667,-0.4,-0.0385,-0.3953,-0.1691,-0.172,-0.1935,0.2971,-0.2033,0.7143,0.1745,0.2735,-0.0488,-0.2765,0.5455,-0.6452,
662,VC9,,-0.0404,0.0313,0.1163,0.0886,-0.1505,0.0109,0.122,-0.0465,0.0488,-0.0682,0.1139,0.0533,0.25,-0.1892,-0.0263,0.4615,-0.1875,-0.1111,0.0588,0,-0.2444,-0.0526,-0.252,-0.3487,-0.35,-0.1892,0.3214,-0.1884,0,0,0,0,0,0,0,
663,VCC,,-0.0278,0.1111,-0.0471,0.0625,0.0811,-0.075,-0.1111,0.125,-0.0244,0.0933,-0.0741,0.2462,0.1712,0.0882,-0.2093,0.5,0.0118,0.0625,0.1268,0.1639,-0.2375,0.0256,-0.3036,-0.2533,-0.375,-0.0698,0.217,-0.0901,0.4936,0.2283,0.4111,0,0,0,0,
664,VCG,,-0.0613,0.4052,0.1373,-0.113,0.0268,-0.1884,0.0781,-0.1049,-0.0205,0.168,-0.1883,0.54,-0.0741,-0.1429,-0.0156,1.0984,-0.2738,-0.2696,0.055,0.101,-0.3172,0.1154,-0.3627,-0.184,0.1111,-0.5151,-0.0492,-0.0279,0.3073,0.4015,0.8639,0.05,0,0,0,
665,CLM,,0,0.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
666,VCM,,-0.1889,0.0714,-0.0562,0.5752,-0.0583,-0.2208,-0.061,0.2331,-0.0075,0.0551,0.0496,0.1415,-0.0185,-0.0357,-0.1884,0.2212,0,-0.2042,0.2909,-0.0598,0.0833,0.08,-0.5652,-0.1085,-0.3228,-0.1533,0,0,0,0,0,0,0,0,0,
667,VCR,,0.1154,-0.037,-0.069,0.16,-0.1379,-0.2162,-0.1778,0.5517,-0.0645,0.1923,-0.1333,0.1111,0.5882,-0.15,-0.2308,0.1304,-0.2581,-0.38,-0.1525,0.3111,-0.375,0.0588,-0.4087,-0.2384,-0.3136,-0.3333,0,0,0,0,0,0,0,0,0,
668,VCS,,-0.0204,0.3359,0.1909,0.083,1.0609,0.15,-0.0937,0.1949,-0.1065,1.3134,-0.2209,0.4333,0.519,-0.0482,-0.1075,0.0333,-0.2174,-0.0873,0.0769,-0.3777,-0.2263,0.0385,-0.339,-0.0328,-0.1488,-0.1224,-0.1552,0.1219,-0.1086,0.691,0.5244,-0.1445,-0.474,1.3041,-0.566,
669,VDL,,-0.0563,-0.0608,0.0053,0.0743,-0.0789,0.1209,0.13,0.1811,0.1289,0.0274,-0.2913,0.166,0.0816,-0.02,0.2821,-0.4643,-0.0667,-0.0026,0.15,0.1039,0.0267,-0.1045,0.0182,-0.1156,-0.1507,0.0554,0.1823,-0.0514,-0.2773,0.28,0.2987,-0.0314,-0.351,0.5031,-0.5595,
670,VDS,,-0.05,0,0,-0.0361,-0.0674,0.2899,-0.2159,-0.1927,0.2976,0.9091,0.0476,0.2353,-0.0286,-0.1026,0.0263,-0.1364,0.1,-0.2308,0.0612,0.2564,-0.25,-0.2121,-0.3053,-0.0104,-0.2258,-0.3149,0,0,0.039,0,0,0,0,0,0,
671,VE1,,-0.1781,0.0282,-0.1235,0.1408,0.3654,-0.0189,-0.1587,0.5366,0.0789,0.1176,-0.1053,-0.0256,0.7727,0.1579,-0.1364,0.1579,-0.4063,-0.2727,0.2941,0.0968,-0.3673,0,-0.5149,-0.3399,-0.199,-0.0498,0.4565,0.0376,0.0726,0.1481,1.16,-0.3333,0,0,0,
