No,Ticker,R4_2016,R3_2016,R2_2016,R1_2016,R4_2015,R3_2015,R2_2015,R1_2015,R4_2014,R3_2014,R2_2014,R1_2014,R4_2013,R3_2013,R2_2013,R1_2013,R4_2012,R3_2012,R2_2012,R1_2012,R4_2011,R3_2011,R2_2011,R1_2011,R4_2010,R3_2010,R2_2010,R1_2010,R4_2009,R3_2009,R2_2009,R1_2009,R4_2008,R3_2008,R2_2008,R1_2008
427,HJS,0,0,-0.0134,0.0621,-0.035,0.0505,0.0395,0.0397,0.0233,0.0121,-0.0316,0.0357,0.0481,0.0286,0.0637,0.042,-0.0062,0,-0.0062,0.1611,-0.1293,0.0487,-0.0925,-0.1579,-0.0894,-0.3918,-0.0187,0.3252,-0.1008,0.0512,0.1184,0.0857,-0.0759,0.0528,-0.1504,-0.2292
428,HKB,-0.3979,-0.5454,-0.1477,0.1761,-0.0201,0.3211,-0.0446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,HKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,HLC,0.1232,0.0503,-0.1632,-0.0103,0.0486,-0.1362,0.0393,-0.009,0.0374,0.02,-0.1159,0.0241,0.1236,-0.0566,-0.0669,-0.1549,0.1467,-0.0198,-0.03,0.1298,0.0049,0.01,-0.0867,-0.1123,-0.0248,-0.1317,-0.0022,-0.0258,-0.0621,0.1298,-0.0656,,,,,
431,HLD,-0.024,-0.0414,0.0186,-0.0186,-0.0827,-0.0291,-0.0509,-0.0302,0.1179,0.0051,-0.03,-0.028,0.1249,-0.281,0.0294,,,,,,,,,,,,,,,,,,,,,
432,HLY,-0.1163,0.0835,0.0821,0.1726,0,0,-0.0534,0,-0.0179,0.0872,-0.1329,-0.2931,0.0334,0,0.0757,0.1646,0.1212,-0.1744,-0.0736,-0.03,0.0161,-0.0027,-0.2142,-0.0674,-0.0559,-0.0484,-0.0281,0.0417,-0.1287,0.0596,0.1983,-0.0779,-0.1194,-0.0571,0.0621,0.0235
433,HMH,-0.0345,-0.043,0.0111,-0.0165,-0.0107,-0.1249,-0.0305,-0.0503,0.0099,0.0788,-0.006,-0.0137,0.1419,-0.0053,0.0244,0.0199,0.0493,-0.0803,0,0.0835,-0.0098,-0.0544,0.0115,-0.1633,-0.0456,-0.1023,,,,,,,,,,
434,HNM,-0.0937,-0.0716,-0.0709,0.082,-0.1263,-0.0663,-0.0669,-0.0062,-0.0883,0.2493,0.0135,0.0746,0.058,0,0.243,-0.0792,0.0478,-0.1374,-0.1636,0.1863,0.0406,-0.0848,-0.1107,-0.0837,-0.1031,-0.1249,-0.0257,0.1266,-0.1035,0.0414,0.1427,0.0081,-0.0392,-0.1369,-0.0539,-0.2361
435,HOM,0.0348,-0.0212,-0.0332,0.0263,-0.0327,0.0063,-0.0866,-0.0303,0.02,0.0602,0.018,0.0317,0.112,-0.0483,-0.0435,0.0069,0.0764,-0.1035,-0.0378,0.2341,-0.0669,-0.0422,-0.0529,-0.1441,-0.0529,-0.0708,-0.093,0.0094,-0.1088,0.036,,,,,,
436,HPM,0.007,0.0241,-0.0425,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,HST,0,-0.0451,0,0,0,0,0.0383,-0.0444,0.1671,0,-0.264,0.0404,0.0107,0.0518,0.0519,0.0285,0.1274,0.0202,-0.0757,0.1549,-0.1187,-0.1568,0,-0.0497,-0.0393,-0.1522,0.1017,-0.1091,,,,,,,,
438,HTC,-0.0598,0.0389,-0.1895,0.1288,-0.034,0.04,-0.0715,0.1025,0.0635,0.0605,0.0431,0.0193,0.0614,0.0023,0.0235,0.0706,0.0641,-0.0526,0.0148,0.0902,-0.0524,0.0066,-0.3588,-0.0907,0.0084,-0.1609,,,,,,,,,,
439,HTP,-0.0235,0.0046,0.0311,0.2056,0.1029,-0.0245,0.056,-0.0054,-0.0958,0.2119,-0.0205,0.0276,0.0693,-0.1413,0.0512,0.0658,0.0414,0.0458,-0.0189,0.07,-0.0414,0.0202,-0.1091,-0.1368,-0.0898,-0.3527,0.1214,0.038,-0.1552,0.1402,0.2328,-0.0293,-0.0574,-0.0162,-0.2526,-0.2285
440,HUT,-0.0248,0.0833,0.0439,-0.0563,-0.0237,-0.0114,-0.1174,0.042,0.0946,0.0241,-0.0616,0.1637,0.093,0,-0.0372,-0.1279,0.1162,-0.1378,-0.1302,0.3235,-0.2179,0.0832,-0.153,-0.1505,-0.0455,-0.1516,-0.2653,0.2359,-0.1841,0.4036,0.2562,0.0218,-0.0385,0.0083,-0.3632,
441,HVA,-0.1891,-0.0248,-0.1996,0.0399,-0.0833,-0.0458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,HVT,-0.0696,0.0734,-0.0131,0.1134,0.0146,0.0203,-0.056,0.0046,0.0093,0.0268,0.0076,0.0544,0.0522,0.0785,-0.0116,0.0357,0.0621,-0.0094,-0.0444,0.0261,0.073,-0.0452,-0.0232,-0.0177,0.0044,-0.2218,-0.013,0.1001,-0.1919,0.0435,,,,,,
443,ICG,-0.0458,-0.0182,0.0182,0.0598,0.0529,-0.1249,-0.006,-0.0398,-0.016,0.0053,-0.0053,0.1129,0.0138,0.1203,-0.0269,-0.1072,0.116,-0.2688,-0.1017,0.1313,-0.1977,0.1228,-0.1063,-0.1542,-0.0093,-0.1604,-0.1289,0.1321,-0.1856,0.197,0.2646,,,,,
444,IDJ,0.0235,-0.0669,-0.058,-0.0177,0,-0.0492,-0.0152,-0.0428,-0.1076,0.0107,-0.0414,-0.0098,0.1217,0.1165,-0.0474,-0.1058,0.0631,-0.1481,-0.0628,0.2246,-0.2329,0.0341,-0.1731,-0.2266,0,,,,,,,,,,,
445,IDV,0.0026,0.0475,-0.0124,0.0858,-0.0725,0.0782,-0.1968,0.0242,-0.0387,0.229,0.1249,0.0334,0.1192,0.0332,0.0151,-0.0483,-0.1526,0.2086,-0.0326,-0.3391,0.252,-0.1614,0.2205,-0.0933,-0.0161,-0.0944,,,,,,,,,,
446,INC,-0.0446,-0.0862,-0.0414,0.0683,0.0386,-0.13,-0.029,0.1489,0.0202,-0.1171,0.0502,0,0.1461,0.0527,-0.1214,0.0446,0,-0.0229,-0.1571,0.1571,-0.1571,-0.2061,,,,,,,,,,,,,,
447,INN,-0.0275,0.0395,0.0899,0.061,0.0285,-0.0157,0.0206,0.0152,-0.031,0.0828,0.0588,-0.0731,0.1569,0.0378,0.0792,0.0531,0.0999,-0.0074,-0.0353,-0.0803,0.1083,0.0621,-0.0868,-0.0297,-0.0187,-0.0932,0,-0.0423,,,,,,,,
448,ITQ,-0.0843,-0.2319,-0.0495,0.1502,-0.1568,-0.2058,-0.0081,-0.2741,0.2741,0.0557,-0.0045,0.2747,0.0544,-0.3336,-0.2064,0.0628,-0.0399,,,,,,,,,,,,,,,,,,,
449,IVS,0.0314,-0.2019,0.0355,0.028,-0.0726,0.0621,0.0518,0.0655,0.0537,0.2244,-0.1313,0.1785,0.1943,-0.011,-0.0969,-0.0414,0.1171,-0.0757,-0.1761,0.2218,-0.0711,,,,,,,,,,,,,,,
450,KDM,0.07,0.1397,-0.4213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,KHB,0,-0.1413,-0.4075,-0.0093,0.3499,-0.0928,-0.1413,-0.0348,-0.0902,0.028,0.0621,0.1139,0.0792,-0.0334,-0.031,-0.1174,0.0884,-0.2246,-0.2134,0.1891,-0.305,0,-0.1927,-0.2318,-0.0421,-0.247,,,,,,,,,,
452,KHL,0,-0.2499,-0.0746,0.1326,0.0322,-0.1648,-0.1526,-0.1368,-0.0229,-0.011,0.0223,0.1027,0.1761,0.1249,-0.1856,-0.0696,0,-0.1814,-0.1276,,,,,,,,,,,,,,,,,
453,KKC,0.0306,0.0074,0.0699,0.3281,-0.0634,-0.1368,-0.0191,-0.1287,-0.0879,0.0306,0.0303,-0.0078,0.156,0.0633,0.0355,0.0046,0.034,-0.0783,-0.091,0.14,-0.0969,-0.0599,-0.0726,-0.1312,-0.0559,-0.2197,-0.1545,0.3041,-0.1551,0.1042,0.3549,-0.0714,-0.1627,,,
454,KLF,0,-0.0889,-0.1127,-0.0122,-0.0772,-0.1447,-0.1712,-0.0676,-0.0322,0.0039,-0.0882,0.0472,-0.1364,,,,,,,,,,,,,,,,,,,,,,,
455,KMT,0.1234,0.0598,-0.0209,-0.0914,-0.0936,0.0881,0.1472,-0.0076,0,-0.0561,0.0792,0.1276,-0.0685,-0.0177,0.0555,-0.1761,0.1663,-0.0189,-0.1852,0.058,-0.0267,-0.0064,-0.2128,-0.0339,-0.0447,,,,,,,,,,,
456,KSD,0.0669,-0.0414,-0.0835,-0.07,0.0488,-0.0395,-0.0093,-0.0683,-0.0378,0.1447,0.0102,0.0918,0.1698,0.1856,0.0621,-0.2285,0.1383,-0.273,-0.2553,0.301,-0.2676,-0.0492,-0.243,-0.1487,-0.0333,-0.2614,-0.2644,,,,,,,,,
457,KSK,0.0872,-0.301,-0.1761,0.2009,-0.0248,-0.1597,-0.0322,-0.1863,-0.1659,-0.2725,-0.0711,,,,,,,,,,,,,,,,,,,,,,,,,
458,KSQ,-0.1761,-0.1761,0,0.1584,-0.3096,-0.0633,0.0807,-0.3743,0.2651,0.0212,0.1871,0,0.0113,-0.1761,,,,,,,,,,,,,,,,,,,,,,
459,KST,-0.0328,0,0.0872,-0.0872,0.1493,-0.011,-0.1614,0.0732,0.037,0,-0.301,0.3415,-0.1115,-0.127,0.127,0.0167,-0.0167,0.0615,-0.0854,-0.0714,-0.1582,-0.1015,-0.2218,0.1278,,,,,,,,,,,,
460,KTS,-0.1135,0.0595,-0.0683,0.5282,0.0361,-0.0114,0.0414,0.0126,-0.0278,-0.0373,-0.0444,0.0612,-0.0277,-0.0872,0.0366,-0.0187,-0.2126,-0.0552,-0.0217,0.0119,0.4525,-0.0865,-0.0838,-0.3169,,,,,,,,,,,,
461,KTT,-0.1249,0.1549,0.0105,0.1214,-0.0768,0.0119,-0.0458,0.0223,-0.0223,-0.0212,-0.0202,0.0753,0.246,0.0435,-0.1984,0.0458,0.0889,-0.0889,-0.1814,0.2511,-0.1154,-0.5836,0.0233,-0.0765,-0.1291,,,,,,,,,,,
462,KVC,-0.1549,-0.5836,0,0.0193,0.1171,-0.489,0.2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,L14,0.0837,-0.15,-0.0466,0.2546,-0.0481,0.083,0.0041,0.0295,0.2635,0.2166,-0.0536,0.2639,0.0611,0.0253,-0.2304,0.2482,-0.0263,-0.2702,0.0332,0.0469,-0.1516,,,,,,,,,,,,,,,
464,L18,0.0273,0.0334,-0.0607,0.0115,-0.0152,0.0231,0,-0.0378,0.0539,0.0297,-0.0044,-0.0607,0.1686,0.017,-0.0388,-0.05,0.0193,-0.0598,-0.0601,0.0645,-0.0294,-0.012,-0.2486,-0.1283,0.0345,-0.1386,-0.0166,0.1093,-0.0848,0.274,0.1799,0.0273,-0.0348,-0.0217,-0.1773,
465,L35,0.0084,-0.0328,0.0328,-0.0167,0,0.0083,0,-0.0083,-0.0161,0.0414,-0.0334,0.0248,0.0448,0.0607,0,-0.0512,-0.1597,0.0647,-0.0512,0.1973,-0.0607,0,-0.1633,-0.2458,-0.1184,-0.241,0.0969,,,,,,,,,
466,L43,0,0.0348,-0.043,-0.0466,0.1081,-0.1154,0,-0.0479,0.0479,-0.0669,0.0322,0.0205,0.0764,-0.0621,0.088,-0.0422,-0.0669,-0.0699,-0.0602,-0.0344,-0.0574,0.0817,-0.136,-0.1472,-0.0695,-0.1701,-0.0626,0.2175,-0.1653,0.2449,0.0518,-0.0594,0.0025,0.0427,,
467,L44,-0.2218,-0.0544,-0.1217,0.1091,-0.058,-0.0212,-0.1549,0.0073,0.0074,-0.0147,-0.0479,0,0.0267,-0.0068,0.058,-0.0227,-0.0145,-0.0598,-0.1187,0.1377,0,-0.0547,-0.0734,-0.198,-0.0324,-0.215,0.0017,0.1993,,,,,,,,
468,L61,-0.0095,-0.0185,-0.0263,-0.0084,-0.0204,0.0288,-0.0248,-0.004,-0.0157,0.0708,-0.0045,-0.0777,0.135,0,0,0.0602,0.018,-0.0626,-0.0207,0.0772,-0.0177,-0.017,-0.1413,-0.0872,-0.0698,-0.1501,0.0266,0.132,-0.1892,0.2919,0.1015,-0.0223,,,,
469,L62,-0.0337,0.0626,-0.0561,-0.0669,0,0,0.0736,0.0495,0.0822,0.1015,-0.2264,0.1829,-0.101,0.0167,0.3651,-0.301,-0.2596,0.0055,-0.0709,-0.1179,0.1419,-0.0146,-0.2112,0.0241,-0.1483,-0.1433,0.0364,0.1461,-0.2361,0.2661,0.0212,-0.0746,-0.0754,-0.0473,-0.1352,
470,LAS,0.0322,-0.3254,-0.017,0.0015,-0.0435,0.0435,-0.0663,-0.0052,0.0225,-0.039,-0.0689,-0.0376,0.1028,-0.0073,-0.0213,0.07,0.0611,0.0208,-0.0524,,,,,,,,,,,,,,,,,
471,LBE,-0.0054,0.0393,-0.0144,-0.0028,-0.0166,0.0138,-0.0138,-0.116,0.147,0.0763,-0.0398,0.0032,0.1335,-0.0128,-0.0206,0.0164,0.098,-0.0494,0.0142,0.085,-0.0284,0.0403,-0.0348,-0.1532,0.0283,-0.1228,0.083,0.0441,-0.1455,0.1053,0.0988,-0.0501,-0.1129,-0.1028,-0.1546,
472,LCD,0,0,0,-0.098,-0.1013,0,-0.0878,0.1761,-0.0483,0.1174,0.0101,-0.0792,0.1761,-0.0063,-0.0476,0.054,-0.054,0,0.0803,0.0658,-0.3736,0.1455,0.1296,-0.3707,,,,,,,,,,,,
473,LCS,0.058,-0.058,-0.1383,0.0994,-0.0994,-0.0193,-0.0093,-0.0269,-0.0253,0.0083,-0.0548,0.0227,0.0239,-0.1018,-0.019,-0.058,0.0223,-0.1015,-0.2872,0.2695,-0.0934,0.1743,-0.2301,-0.0761,-0.1071,-0.19,,,,,,,,,,
474,LDP,-0.2833,0.0378,0.2025,0.0204,-0.0267,-0.0757,-0.0856,0.0138,0.0658,-0.0026,0.0612,-0.0771,0.146,0.0058,0.0666,0.0902,0.0258,0.0181,-0.0698,0.2341,-0.0362,-0.1851,-0.1221,-0.0832,-0.0293,-0.1268,,,,,,,,,,
475,LHC,-0.0126,0.0598,0.0735,0.0288,0,0.0396,-0.1865,0.0238,-0.0166,0.0396,-0.0168,0.0321,0.0689,0.0809,0.0406,0.0737,0.0855,0.0135,0.0104,0.0934,-0.0374,-0.0308,0.0229,-0.1547,-0.0671,-0.1202,-0.1102,0.0623,,,,,,,,
476,LIG,0.0559,-0.1313,-0.0304,-0.0602,-0.1237,-0.0076,0,0.0607,0.1249,0.0689,-0.0134,0.0342,-0.0342,-0.0065,0.0132,-0.0259,0.0327,-0.1806,-0.1468,0.1793,-0.0751,0.0337,-0.1249,-0.1347,-0.0436,-0.2049,-0.2063,,,,,,,,,
477,LM7,0.2486,-0.1891,-0.0126,0,-0.0357,0.0357,-0.0122,-0.0669,0,0,-0.2028,0.1926,0.0894,-0.0357,0.0483,-0.0248,0.0248,-0.0706,-0.0414,-0.1891,-0.0126,0.243,-0.1833,-0.1068,-0.1686,,,,,,,,,,,
478,LO5,0.0401,0.2361,-0.0235,-0.0637,0.0994,0.0527,-0.0401,-0.0367,-0.0229,0.0229,-0.085,0.0098,0.1383,0.028,-0.0911,0.0241,0,0,-0.058,0.0706,-0.102,-0.0293,-0.1946,-0.1249,-0.0822,-0.2233,0.0625,0.1284,,,,,,,,
479,LTC,-0.0591,-0.0078,0.0158,0.1761,-0.1065,-0.0854,-0.0907,-0.0062,-0.0894,-0.0197,-0.028,0.1498,0.0691,0.0076,0.0931,-0.0362,0.0458,-0.1027,-0.0954,0.0804,-0.1376,0.1023,-0.2507,-0.3496,-0.0344,-0.318,0.1746,0.2459,-0.0913,0.2311,0.1017,0.0716,-0.0539,-0.0177,-0.2191,-0.3225
480,LUT,0.058,-0.0843,0.0263,0.0902,-0.0474,-0.1287,-0.0524,-0.0193,-0.0274,0.0467,-0.0641,0.0355,0.195,-0.028,-0.1669,-0.2364,0.0634,-0.0122,-0.0403,0.0168,-0.1445,0.0615,-0.3351,-0.2415,0.2119,-0.1727,0.1281,0.2086,-0.2067,0.318,0.0988,-0.0751,-0.004,-0.1398,-0.2248,-0.1875
481,MAC,-0.0691,-0.0042,-0.0402,0.0574,-0.0418,-0.0418,-0.0479,0.0165,0.2298,0.0815,-0.0332,0.1335,0.0177,0.113,0,-0.0116,0.0613,-0.0726,-0.011,0.0458,-0.0872,0.0753,-0.2171,-0.2275,0.0042,-0.2989,-0.2924,0.4476,,,,,,,,
482,MAS,-0.0306,0.0017,0.0474,0,-0.0179,0.0967,0.0931,0.0437,-0.0395,0.1377,0.0857,0.1901,0.0908,0.0939,0.0645,0.0555,0.337,-0.0506,0.2515,-0.0328,-0.264,0.1067,-0.1779,0.0933,-0.0896,,,,,,,,,,,
483,MSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,MCC,-0.0435,-0.0488,0.0952,0.0926,-0.0659,-0.0091,-0.003,0.0245,-0.0062,0,-0.0241,0.0563,-0.0196,-0.1452,0.2374,0,-0.0378,-0.0348,-0.0066,-0.1099,0.1165,-0.0322,-0.1549,-0.0607,-0.0185,0,-0.1181,,,,,,,,,
485,MCF,0.028,0.0117,0.0438,-0.1047,0.0792,-0.0687,-0.0356,-0.0049,-0.0024,0.0874,-0.0753,-0.0309,0.1429,-0.0338,0.012,0.0762,0.0261,-0.0261,0.0223,0.0441,-0.1485,0.0542,-0.0358,,,,,,,,,,,,,
486,MCO,-0.1461,0,0,0,0,-0.1691,-0.0527,-0.0357,-0.0537,0.0537,-0.0435,0.1319,0.1489,-0.1489,-0.0272,-0.0256,-0.0241,0.0119,-0.0669,-0.0669,0.0181,-0.0355,-0.0406,-0.2474,-0.0762,-0.2,-0.0069,0.0884,-0.1881,0.3065,0.1425,-0.0344,-0.0615,-0.0239,-0.2085,-0.4144
487,MDC,-0.0817,-0.058,-0.0212,0,0.0105,-0.0207,-0.141,0.0263,0.0239,0.0476,-0.1395,0.1173,0.0969,-0.0654,-0.0568,0.0253,0.0223,-0.0476,-0.1706,0.2003,-0.0256,0.03,-0.1549,-0.0182,0,-0.1234,0.0113,0.0564,-0.1601,0.0601,,,,,,
488,MEC,-0.0527,-0.1091,-0.0189,-0.0988,0.0466,-0.0392,-0.0147,-0.0348,0.0495,-0.0074,-0.0865,0.0248,0.1082,-0.0239,0.058,0,0.0669,-0.1249,-0.0907,0.0907,-0.121,-0.0602,-0.108,-0.1612,-0.0732,-0.195,0.0502,0.053,-0.3085,0.2622,0.1499,0.0024,-0.0666,-0.0412,0.0057,-0.3774
489,MHL,0.2756,-0.1695,0.0421,0.0633,-0.0328,-0.0305,-0.0215,-0.1052,0,0.0525,0,-0.2041,0,0,0.0807,-0.0227,0.0721,0.0558,0.0999,-0.3733,-0.0306,-0.1271,0.0344,-0.0187,-0.0617,-0.291,0.0874,0.1549,,,,,,,,
490,MIM,0,0.0645,-0.4082,0.0738,-0.008,-0.0658,0.0068,0.1761,-0.0928,-0.0621,0.0621,0.1478,-0.0339,-0.2304,0.0544,-0.0792,0.0061,-0.0572,-0.0106,0.074,-0.208,0.0117,-0.1461,-0.098,-0.0262,,,,,,,,,,,
491,MLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,MKV,0.2066,-0.0117,0,0.0197,0.0744,0.0348,-0.0051,-0.0391,-0.0138,0.028,-0.0988,0.1393,0,0.1009,-0.1165,0.137,-0.0768,-0.0703,0.2493,-0.1359,0,-0.049,-0.1584,-0.301,-0.4572,0.0404,0.5929,0.1053,-0.2164,0.2088,0.1469,-0.0685,,,,
493,MNC,-0.0479,-0.0432,0.1058,-0.0817,-0.1043,0,-0.0237,-0.08,-0.1083,0.0715,0.0071,-0.0106,0.1691,0.2908,0.1283,0.0428,-0.0428,-0.0512,-0.0458,0.0458,-0.1427,0.0555,-0.12,-0.0626,,,,,,,,,,,,
494,MPT,0.1249,-0.3481,0.0165,-0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,MST,0.0297,0.0272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,NAG,-0.0185,-0.1041,0.0864,0.0269,-0.0603,-0.0872,0,0.0134,0.0138,0.0764,-0.1228,0.3917,0.1249,0,0,-0.0757,-0.1072,-0.0859,0.0596,-0.0248,-0.168,-0.0539,-0.2041,-0.0389,-0.028,-0.2249,0.081,0.1139,-0.2573,,,,,,,
497,NBC,0.0512,0.028,-0.0607,0.0465,-0.0827,-0.0645,-0.1876,0.0132,0.0384,0.0421,-0.004,-0.027,0.0645,0.0269,-0.1604,0.013,0.0599,0.0154,-0.3126,0.1996,0.0185,0.0571,-0.0816,-0.4015,0.0526,-0.0996,-0.1115,0.0798,-0.0623,0.1948,0.0406,-0.0459,-0.1091,0.0749,-0.1967,-0.1549
498,NBP,0.0407,-0.0455,-0.0368,0.064,0.0486,-0.0223,-0.0583,-0.0276,0.0621,0.0104,-0.0835,0.0783,0.1155,-0.0263,0.0064,-0.0851,0.0692,-0.0302,0.0029,0.021,-0.0269,-0.0694,-0.0049,-0.09,-0.0175,-0.0798,-0.0578,0.0806,-0.075,,,,,,,
499,NDF,0,-0.1362,-0.1761,0.29,-0.1614,-0.2188,-0.0822,-0.3827,-0.1549,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,NDN,0.0339,-0.0393,-0.0106,-0.054,-0.154,-0.0128,0.0128,-0.1652,0.0274,0.1966,0.0429,0.0858,0.0762,0.0438,0.1035,0,0.0532,-0.2403,-0.1012,0.0131,-0.0422,0.1091,-0.121,,,,,,,,,,,,,
501,NDX,0.0525,-0.027,0.1102,0.0147,-0.0939,0.0291,0.0312,0.0755,-0.1236,0.215,-0.0914,0.0716,0.0199,-0.0067,,,,,,,,,,,,,,,,,,,,,,
502,NET,-0.0417,-0.163,0.0512,0.1189,-0.0265,0.1175,0.0351,0.0129,0.0323,-0.0388,-0.3612,-0.0179,0.1056,0.0958,0.0021,0.0198,0.0057,0.0283,-0.0666,0.1482,-0.068,-0.075,-0.2385,-0.0832,0.0336,,,,,,,,,,,
503,NFC,0.0076,0.013,-0.1249,0.0637,0,-0.1278,-0.0588,-0.0531,-0.0117,-0.0261,-0.0772,,,,,,,,,,,,,,,,,,,,,,,,,
504,NGC,0,0.0051,0.0212,0.028,-0.0226,-0.2756,-0.2709,0.1157,-0.1141,0.2964,-0.0843,0.2261,-0.0169,0.0918,-0.1675,0.1192,-0.0754,0.0319,0.0574,0.0887,-0.0492,0.0492,-0.028,-0.3222,0.1181,-0.215,-0.0102,-0.0368,-0.0474,0.1786,0.0982,-0.0642,-0.0027,-0.081,-0.0566,
505,NHA,0.0609,-0.1172,0.2258,0.1811,-0.1287,-0.2185,0.1238,0.009,0.2788,0.0458,0,0.0404,0.0687,-0.047,0.0348,-0.0565,0.0217,-0.1724,-0.0561,0.301,-0.4357,0.0248,-0.4379,0.0249,-0.0889,-0.1176,,,,,,,,,,
506,NHC,0.0561,-0.0644,-0.0446,0.1656,0.0545,-0.0305,0.0016,0.045,-0.0036,-0.1276,0.0207,0.135,0.1373,0.0107,-0.0107,0.0107,-0.0512,-0.0969,-0.0458,-0.0382,0.0262,0.0334,-0.0367,-0.1078,-0.0167,-0.0245,-0.0589,0.0649,-0.1348,0.1571,,,,,,
507,NHP,-0.3579,-0.4847,-0.045,0.076,-0.008,-0.0078,-0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PMB,-0.0067,-0.0257,0.0392,-0.0034,-0.0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,NPS,-0.1695,-0.0066,0.0168,0,-0.0265,-0.0158,-0.0182,0.0182,-0.0714,0.0134,0.058,0.0322,0,-0.1365,0.1712,-0.0969,0.0969,0.011,-0.011,0.1654,-0.1236,0.0507,-0.0045,-0.0732,-0.1736,-0.0842,-0.0395,0.0293,-0.2299,0.1644,0.2076,-0.0401,-0.0855,-0.0872,-0.2242,-0.2746
510,NST,0.0628,-0.037,-0.1549,0.0158,0.0512,0.03,-0.0115,-0.0292,-0.05,0.0985,0.0202,0.0621,0.1666,-0.0272,-0.1347,-0.0586,0.0216,-0.0258,-0.1133,0.0889,0.0414,0.0915,-0.06,-0.1554,-0.0405,-0.0686,-0.1055,0.0162,-0.0994,0.2175,0.1107,-0.0035,0,-0.0554,-0.1196,-0.2596
511,NTP,-0.0181,0.088,-0.0078,0.0943,-0.0778,0.129,-0.016,-0.0103,0.0364,-0.0313,-0.1609,0.064,0.0219,0.0532,0.0908,0.0314,0.1293,-0.06,-0.1449,0.2228,-0.0164,0.0044,-0.0954,-0.1089,-0.2479,-0.0554,-0.0629,0.0162,-0.0977,0.2175,0.222,0.1171,-0.0861,0.0109,-0.1107,-0.2668
512,NVB,-0.1224,-0.015,0.0074,-0.0495,-0.0132,-0.019,0.019,-0.0432,0.0241,0.0062,-0.0062,0,0.0742,-0.0421,0,-0.0504,0.0182,-0.058,0,0,-0.0054,-0.0158,-0.0152,-0.0195,0.0245,,,,,,,,,,,
513,OCH,-0.1321,-0.014,0.014,-0.1641,-0.0144,0.0553,-0.4825,-0.0018,-0.0035,-0.0086,0.0034,-0.0395,0.0607,0.0378,0.1465,-0.0055,-0.0466,-0.0145,-0.0276,0.2486,-0.1047,-0.0062,-0.0296,-0.1799,-0.0362,,,,,,,,,,,
514,ONE,-0.1037,0.0458,-0.0772,-0.0149,-0.0418,-0.0462,0.0418,0.0272,0.0142,0.0512,0,0.0223,0.0613,-0.0065,0.0132,-0.0902,0.0969,-0.0389,-0.0414,0.0872,0.0359,0,-0.1287,-0.1493,0.0371,-0.2079,-0.0888,0.1221,-0.1285,0.1144,0.0532,0.1808,-0.0902,-0.1549,,
515,ORS,0,0.0512,-0.0859,0.0859,0,0.0428,0,-0.0428,-0.0969,0.0706,-0.0367,0.2065,0.0607,-0.0607,-0.0185,-0.0969,0.1761,-0.1303,-0.1707,0.426,-0.3802,-0.0348,-0.1249,-0.1978,-0.0685,-0.1005,,,,,,,,,,
516,PBP,0.0173,-0.007,-0.1206,0.0161,-0.0213,0.0105,-0.062,-0.0583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PCG,0.1347,-0.2258,-0.0802,0.157,0.1296,-0.0854,-0.058,0.0068,-0.1145,0.0505,-0.0343,-0.0936,0.2752,0.0084,0.0174,-0.0088,0.0757,-0.0928,-0.0164,0.0792,-0.028,0.0792,-0.2492,-0.14,,,,,,,,,,,,
518,PCT,-0.0344,-0.0362,0,-0.0569,0,0.1075,0.0409,0.0334,0.0621,0.0805,0,0.1091,0.0322,0.0596,0.013,0,0.0714,-0.0714,-0.0256,0.2016,-0.1891,0.0843,-0.1091,-0.1597,-0.0621,,,,,,,,,,,
519,PDB,-0.0533,-0.0458,0.0141,0.0763,-0.0485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PDC,-0.0458,-0.0607,-0.1568,0.112,-0.112,-0.0438,0.2613,0.058,-0.0687,0.0565,-0.1065,0.1065,0.1249,-0.031,-0.029,-0.0997,0.0997,-0.0649,-0.0348,0.047,-0.1091,0.03,-0.1091,-0.2314,-0.1118,-0.1625,-0.0924,0.3092,-0.1802,,,,,,,
521,PEN,-0.026,-0.0245,0.0669,-0.0322,-0.0757,0.0177,-0.0591,0.004,-0.0079,,,,,,,,,,,,,,,,,,,,,,,,,,,
