No,Ticker,R4_2016,R3_2016,R2_2016,R1_2016,R4_2015,R3_2015,R2_2015,R1_2015,R4_2014,R3_2014,R2_2014,R1_2014,R4_2013,R3_2013,R2_2013,R1_2013,R4_2012,R3_2012,R2_2012,R1_2012,R4_2011,R3_2011,R2_2011,R1_2011,R4_2010,R3_2010,R2_2010,R1_2010,R4_2009,R3_2009,R2_2009,R1_2009,R4_2008,R3_2008,R2_2008,R1_2008
254,ST8,0.0748,0.0516,-0.0568,0.0956,-0.0523,0.0397,-0.1112,0.1112,-0.0223,0.0436,-0.0356,0.1066,0.0518,0.0362,-0.0215,0.0343,0.0098,0.0491,-0.0424,0.0499,0,-0.0397,-0.064,-0.1661,,,0.0171,-0.0171,-0.1172,0.2229,0.0781,-0.0043,-0.1385,0.0141,-0.2433,-0.1779
255,STB,0.0631,-0.1076,0.0402,-0.0402,-0.0805,-0.1452,0.0259,-0.0259,-0.0023,-0.0134,0,-0.0066,0.0757,-0.0051,-0.104,-0.0235,0.0769,-0.0863,-0.0236,0.1122,0.1516,-0.0159,0.0324,-0.0881,-0.0055,-0.0289,-0.1055,-0.0079,-0.145,-0.0697,0.2389,0.0792,-0.0954,-0.0345,-0.1521,-0.2845
256,STG,0.0111,-0.1517,0.3185,0.0083,-0.1676,-0.0969,0.0235,0.0248,0.0245,-0.0159,-0.0734,0.1289,0.004,0.0374,0.1707,-0.1001,-0.0344,-0.1417,0.0741,0.1123,-0.1673,0.0371,0.026,-0.0737,-0.0569,-0.1579,0.1145,,,,,,,,,
257,STT,-0.1065,0.0521,0.3554,0.1908,-0.1287,-0.0991,-0.0502,0.0328,0.0174,0.1104,-0.0435,0.055,0.2065,-0.1823,-0.0122,-0.0772,0.2355,-0.2742,-0.1203,0.1691,-0.1326,-0.1836,,,,,,,,,,,,,,
258,SVC,0.025,0.0144,0.0664,0.0225,-0.0038,0.2077,0.0125,0.0964,0.0328,0.0028,0,-0.0277,0.0542,0.0481,0.0353,0.0037,0.1388,-0.112,-0.123,-0.0933,0.0171,-0.0266,-0.0713,-0.0595,0.0381,-0.144,-0.0748,0.0817,-0.1563,0.1217,0.3301,0.1259,-0.0858,-0.1711,-0.1374,-0.4052
259,SVI,0.0107,0.0307,0.0118,0.0544,-0.0037,0.0589,-0.0768,-0.0229,0.0056,0.0173,-0.0116,0.0069,0.0704,-0.0611,-0.0276,0.1287,0.1045,0.0135,0.002,0.0524,0.1082,-0.0806,-0.0163,-0.1086,-0.0106,-0.0934,0.029,0.061,-0.1065,0.1276,0.1788,0.0553,,,,
260,SVT,-0.1279,0.3023,-0.0834,-0.2659,0.0023,0.4191,0.0122,0.0126,0.0064,0.0132,-0.0196,-0.0187,0.0252,0.0132,-0.1316,-0.1383,0.1237,0.1202,-0.0185,-0.0177,-0.0594,,,,,,,,,,,,,,,
261,SZL,0.0903,0.0559,0.0802,0.0319,-0.038,0.0653,-0.0184,0.0207,0.0047,0.017,-0.0853,0.0124,0.1546,0.075,-0.0276,0.0101,0.0319,-0.0487,-0.0256,0.0633,-0.0312,0.0348,-0.1112,-0.1041,-0.0558,-0.1397,-0.1574,-0.2691,-0.059,0.3251,0.1452,-0.185,-0.0657,,,
262,TAC,-0.0802,0.1222,0.0539,0.1168,-0.0053,0.024,-0.0477,-0.007,-0.0268,0.0075,0.0125,-0.0029,0.03,-0.0544,0.0877,-0.0055,0.018,-0.0468,0.0468,0.2234,-0.0132,-0.0019,-0.0524,-0.0555,0.1079,-0.0902,-0.1029,0.1473,-0.0982,-0.0491,0.1931,0.0209,-0.0894,-0.3219,-0.2934,-0.074
263,TBC,0.0142,0.0018,0.0073,-0.0439,0,0,-0.0083,0.0083,-0.0132,0.0957,0.0249,0.0287,0.0509,0.0489,0.0328,0.019,0.0589,0,-0.0146,0.0699,-0.0402,0.0197,-0.0421,-0.0317,0.0034,-0.0809,-0.0432,-0.044,-0.1498,,,,,,,
264,TCL,-0.0044,0.0059,0.0274,-0.0124,-0.0743,0.0728,-0.0076,-0.0792,0.1007,0.0259,0.033,-0.0636,0.0408,0.1126,-0.0044,0.0586,0.0678,-0.0284,-0.0394,0.0102,0.0078,0.0026,-0.1249,-0.1627,-0.0014,-0.13,-0.0537,0.0969,,,,,,,,
265,TCM,-0.0847,-0.0729,-0.0889,-0.0635,-0.0794,-0.0565,0.1115,-0.0258,-0.0155,0.1043,-0.022,-0.0046,0.2363,0.0898,0.2438,0.0414,0.0742,-0.143,-0.169,0.1285,-0.198,0.022,-0.06,-0.1899,0.0992,-0.0112,0.0322,0.0669,-0.1943,0.2382,0.1198,0.1103,-0.0809,-0.1271,-0.2114,-0.4574
266,TCO,-0.0136,0.0216,0.0164,-0.0204,0.0418,-0.0651,-0.0327,-0.0304,0.0269,0.025,-0.025,0.0362,0.0521,0.0086,0,-0.0492,-0.0039,0.08,-0.0225,,,0.1761,-0.1675,0,-0.0253,,,,,,,,,,,
267,TCR,-0.0802,-0.2321,0.0102,0.1534,0.015,0.0931,-0.0696,-0.0738,0.1072,-0.0569,-0.0223,0.1249,0.1091,0.0527,-0.0401,-0.102,-0.0197,-0.0458,-0.1523,0.0659,0.0072,-0.0479,-0.077,-0.0414,0.0202,-0.0395,-0.0274,0.0774,-0.1156,0.0563,0.07,-0.0107,-0.1725,0.0182,-0.199,-0.1892
268,FUCVREIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,TCT,0.0304,0.0016,0.008,0.0422,-0.0422,-0.0158,-0.1085,-0.0119,-0.0425,-0.184,0.1084,-0.0089,-0.2189,0.0299,-0.0583,0.3136,0.0544,0.03,-0.042,0.1719,0.0737,0.003,0.0257,-0.1484,0.107,-0.0979,-0.1288,0.0815,-0.1032,,,,,,,
270,TDC,0.0526,-0.0234,-0.0804,0.0317,-0.013,-0.0969,-0.0749,0,-0.0251,0.0251,-0.082,0.0864,0.1427,0,-0.1017,0.0048,0.0678,-0.1047,-0.1423,0.1651,-0.0227,0.14,-0.1531,-0.3884,-0.0419,-0.1441,,,,,,,,,,
271,TDH,-0.0389,-0.0894,-0.0293,0.0259,-0.0259,-0.0642,-0.0238,-0.0322,-0.041,0.1024,-0.0369,0.0508,0.1202,-0.0393,0.0704,-0.1065,0.1622,-0.1776,-0.1347,0.1862,-0.111,0.0107,-0.1725,-0.1313,0.0123,-0.1449,-0.1589,0.0285,-0.2503,0.1609,0.211,0.1469,0.0196,-0.177,-0.2943,-0.195
272,TDW,0.0542,-0.1505,0.1437,0.0439,0.0923,-0.1015,-0.0512,0.0678,0.0849,-0.0435,0.0842,0.0206,-0.0104,0.1073,0.0168,-0.1772,0.0046,-0.0458,0.1181,0.312,-0.0573,0.1105,-0.1007,-0.005,,,,,,,,,,,,
273,THG,-0.1061,0.0373,0.1093,0.1504,0.0724,0.1619,0.0265,0.0641,0.0328,0.1047,0.0414,0.0506,-0.0374,0.023,0.0717,0,0.0348,-0.1513,0.0218,0.0183,-0.0272,-0.2831,,,,,,,,,,,,,,
274,TIC,0.0269,0.0287,0.0075,0.0233,-0.056,-0.0138,-0.0358,0.0496,0.0403,0,0.0117,0.0286,0.0351,0.0235,0.0098,-0.0555,0.0088,0.0135,0.0382,-0.0243,0.0344,0.0429,0.0114,-0.1378,0.0042,-0.0883,-0.0366,0.013,-0.2098,,,,,,,
275,TIE,-0.0498,-0.028,-0.0689,0.1347,-0.0268,-0.011,-0.0447,-0.0803,0.0082,0.0141,-0.046,-0.0621,0.1565,0.0436,0.033,-0.033,0.1554,-0.0908,-0.0985,0.21,0.0107,-0.0263,-0.1388,-0.1623,-0.0706,-0.0986,-0.086,0.1259,,,,,,,,
276,TIP,-0.0367,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,TIX,0.0319,0.0158,0.0934,0.0088,0.0274,0.0395,-0.0202,-0.0174,0.0096,0.0449,0.0043,0,0.0458,0.0122,0,-0.0241,0,0.0119,-0.0414,0.0662,0.0263,-0.0439,0.0175,-0.3876,-0.0447,-0.0931,-0.0365,0.0215,,,,,,,,
278,TLG,-0.0267,0.0486,0.1296,-0.1296,0.0654,0.1003,0.0246,0.0498,-0.0237,0.1186,-0.0188,-0.0459,0.154,-0.03,0.1192,0.0235,0.1958,-0.0741,0.0741,-0.0075,0.01,-0.0458,-0.0734,-0.084,-0.0125,-0.0954,0,,,,,,,,,
279,TLH,0.1131,-0.0146,0.0297,0.4516,-0.1802,-0.0239,-0.0512,-0.0699,-0.085,0.0049,-0.0237,0.0755,0.0343,0.078,0.0778,0,0.0174,-0.0657,-0.1306,0.1622,-0.1082,-0.0308,-0.0505,-0.1725,-0.0342,-0.1559,-0.1874,,,,,,,,,
280,TMP,0.0399,0,-0.0474,0,-0.0074,0.015,0.0092,0.0142,0.0458,0.0532,0.0402,0.037,0.0484,0.1099,-0.0137,-0.0067,0.0879,-0.004,0,0.1143,-0.0494,0.0047,-0.0574,0,-0.0122,-0.1569,-0.0502,0.0101,-0.1275,0.0979,,,,,,
281,TMS,-0.0122,0.0248,-0.1313,-0.1081,0,0.1616,0.045,0.008,0.0512,0.1498,-0.0051,0.0594,-0.0792,0.117,0.0776,0,0.0374,-0.1055,0.0318,0.04,0.1027,-0.0458,-0.0969,-0.0477,-0.0198,0.0292,-0.0876,-0.0203,-0.129,0.1339,0.0649,-0.1112,0,-0.1221,-0.1053,-0.0679
282,TMT,0.0593,-0.3573,-0.1405,0.0133,-0.2023,0.1636,0.1382,0.2541,0.0995,0.2041,0.0103,0.1787,-0.0078,-0.0371,0.0072,-0.0142,0.0764,-0.0322,0,-0.03,0.0223,-0.1632,-0.0721,-0.1549,-0.1067,-0.1621,-0.4013,0.1173,,,,,,,,
283,TNA,-0.0666,0.0704,0.0114,0.2142,-0.0339,0.0598,0.0348,-0.0142,0.06,-0.0127,-0.0031,0.0406,0.0741,0.0061,-0.0061,0.0894,-0.0049,-0.0308,0,-0.0287,-0.0599,0.0535,0.0194,-0.1754,-0.0461,-0.0026,-0.1385,0.3626,-0.0965,-0.0774,0.2328,-0.0432,0.0211,-0.0562,-0.147,-0.1923
284,TNC,0.0615,0.0193,-0.0193,0.0144,-0.0191,-0.0401,-0.0367,-0.0116,-0.0076,0.0191,-0.119,-0.0117,0.0394,0.0064,-0.0976,-0.0102,0.0449,-0.0621,0.03,0.1249,-0.058,0.0061,0.0589,-0.1345,0.0184,-0.098,0.0874,0.0771,-0.1025,0.0841,0.1402,0.1181,-0.15,-0.1259,-0.0998,-0.1984
285,TNT,-0.0344,-1.1303,0.0984,0,0.2467,0,0.3777,0.0569,0.1805,0.0134,0.058,-0.03,0.1154,0.1856,-0.0792,-0.1761,0.0512,-0.2109,-0.1943,0.1226,-0.3786,-0.0624,-0.0723,-0.178,-0.0038,-0.1292,,,,,,,,,,
286,TPC,-0.0046,0.0767,-0.0403,0.1052,-0.0465,0.0128,-0.049,-0.0334,-0.0158,-0.0348,-0.0496,0.0174,0.0669,-0.0251,-0.0283,-0.0179,0.0512,-0.0767,-0.1491,0.2307,0.0364,-0.016,-0.0447,-0.0615,-0.0354,-0.0696,-0.0872,0.0356,-0.0223,0.1037,0.1761,0.0492,-0.028,-0.2672,-0.1308,-0.3473
287,TRA,-0.0152,0.0076,0,0.1405,-0.0026,0.0133,-0.0027,0.0363,-0.0087,0.0145,-0.0368,-0.0339,0.0562,-0.033,-0.1934,0.1652,0.0416,0.04,0.0542,0.1332,0.055,-0.0303,-0.0374,-0.0507,0.1019,-0.0139,-0.0634,-0.0042,-0.0621,-0.0177,0.1146,0.077,,,,
288,TRC,0.0322,0.0886,-0.0539,0.1154,-0.0362,-0.0917,-0.0529,-0.0077,-0.0518,-0.0301,-0.0063,-0.0969,0.0152,0.0435,-0.1148,0.0591,0.0334,-0.0202,-0.0339,0.1442,-0.0792,0.0113,-0.1069,-0.1329,0.0561,0.0076,-0.0766,0.0196,-0.0322,0.1333,0.2347,0.1079,-0.0947,-0.375,0.0063,-0.2128
289,TS4,0.0107,-0.0654,0.0442,0,-0.0051,-0.0529,0.0138,-0.0609,-0.0237,0.0488,0,-0.0291,0.1249,-0.026,-0.0432,0.0235,0,-0.0586,-0.1747,0.2237,-0.0969,-0.0185,-0.1249,-0.1119,-0.0062,-0.2353,-0.1501,0.2024,-0.2024,0.3256,0.1945,0.2684,-0.0852,-0.0449,-0.163,-0.235
290,TSC,-0.0771,-0.2462,-0.1925,-0.2983,0.1169,-0.0862,-0.1742,-0.3191,0.0161,0.2712,0.1698,0.2484,0.0887,0.1347,0.0244,-0.0621,0.0378,-0.1627,-0.2399,0.0224,-0.0835,0.1359,-0.0717,-0.0931,0.0399,-0.1871,-0.1487,0.0475,-0.0676,-0.0049,0.0098,0.0458,-0.226,-0.165,0.165,-0.258
291,TTF,-0.1887,-0.4589,-0.1135,-0.028,0.1892,0.1457,0.1574,-0.0806,0.0934,-0.0128,0.0085,0.1012,0.1955,0,0,-0.0084,0.1032,-0.2197,-0.2357,0.2758,-0.0527,-0.0792,-0.1549,-0.1055,-0.0194,-0.15,-0.2403,0.1744,-0.1115,0.2414,0.1966,0.0934,-0.2405,-0.0691,-0.3436,
292,TV1,0.0142,0.0238,0.022,-0.0064,0.0228,-0.0534,0.0534,-0.0066,0.0237,-0.0302,-0.0159,0.0392,0.0469,0.0155,0.0872,0.0512,0.0223,0.0613,-0.0438,0.0182,0.0126,-0.0426,-0.044,-0.0809,-0.0607,,,,,,,,,,,
293,FUCTVGF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,TVS,0.0284,-0.1381,-0.0647,0,-0.0099,-0.0315,0.0584,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,TYA,-0.1694,-0.058,0.1313,0.1558,-0.009,-0.0218,-0.0248,0.0081,0.0663,0.084,0.0058,-0.0116,0.2576,0.0669,-0.0872,-0.0193,0.1714,-0.1107,-0.0607,0.1576,-0.0859,-0.0322,-0.03,-0.1392,-0.0272,-0.0943,-0.0257,0.0204,-0.1565,0.0544,0.0969,-0.1091,-0.1339,0.1339,-0.197,-0.2319
296,UDC,-0.0695,-0.1568,0.0134,-0.0134,-0.0497,-0.0653,0,-0.0908,-0.1208,0.0742,-0.0617,0.1698,0.1187,0.0256,-0.0378,-0.0565,0,-0.05,-0.1434,0.116,0,-0.0174,-0.2009,-0.279,0.0352,-0.1941,,,,,,,,,,
297,UIC,0.0238,0.0468,0.0505,0.0889,-0.0693,0.0812,-0.0348,0.0495,-0.0025,0.0612,-0.033,0.033,0.169,-0.0125,-0.0751,0.0629,0.0929,-0.0726,-0.1101,0.1926,-0.0149,0.0149,-0.1828,-0.1307,-0.0331,-0.1843,0.0521,0.1166,-0.1961,0.1162,0.3554,0.0169,-0.0749,-0.0246,-0.1392,-0.5204
298,VAF,-0.0218,-0.0421,-0.0957,0.0121,0.0305,-0.0256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,VCB,0.0381,-0.1761,0.0696,0.0458,-0.0615,-0.0196,0.1394,0.006,0.1102,0.0342,-0.0512,0.0045,-0.015,0.0417,-0.0096,-0.0937,0.1641,-0.0782,-0.0729,0.1311,-0.0309,-0.0304,-0.0046,-0.1042,0.0159,-0.0325,-0.0594,0.0102,-0.0928,-0.0164,,,,,,
300,VCF,0.0699,0.0369,-0.0894,0.0925,-0.095,-0.0172,-0.0872,0.0637,-0.0266,0.0852,0.0411,0.0328,-0.0687,-0.0404,-0.1249,0.0924,0.1205,0.0402,0.0897,0.0507,-0.0385,0.1802,0.1621,-0.0453,,,,,,,,,,,,
301,VFG,-0.012,0.0452,0.0538,0.0461,0.0076,0.1538,-0.1181,0.0574,0,0.0739,-0.0323,-0.0555,0.0555,-0.0223,-0.0684,0.1152,0.0055,0,0.0205,-0.0092,0.0534,-0.0757,-0.1903,-0.0205,0.0348,-0.0414,-0.1047,0.0792,,,,,,,,
302,VHC,0.0125,0.0194,0.2593,0.0045,-0.0999,-0.0544,0.0532,-0.081,-0.0817,0.0689,0.1502,0.119,0.0396,-0.0174,-0.0699,0.0049,-0.0665,-0.0649,0,0.1061,-0.0774,0.052,0.1158,-0.0551,-0.0474,-0.1242,-0.0705,-0.0323,-0.1031,0.2635,0.1672,0.0853,-0.0224,-0.0043,-0.1825,-0.191
303,VHG,-0.1724,-0.1174,-0.1445,0.0167,-0.1845,-0.0764,-0.0401,-0.0883,-0.0554,0.1792,0.0386,0.0207,-0.1617,0.2762,0.3369,-0.0428,0.058,-0.1091,-0.2218,0.1984,-0.2331,0.0495,-0.2097,-0.1882,-0.0613,-0.1575,0.2041,0.1005,-0.17,0.1663,0.2218,0.0378,-0.1489,-0.3171,-0.1738,-0.4597
304,VIC,-0.0051,-0.0792,-0.0126,0.0426,0.0196,0.0235,-0.0522,0.0054,0,-0.188,0.0563,-0.0707,0.0544,0.03,0.0069,-0.0304,-0.0693,0.0056,-0.1178,-0.0331,0.0666,-0.0899,-0.0664,0.1517,0.1461,-0.0032,-0.2206,0.0754,0.0483,0.193,0.1343,-0.301,0.0488,-0.171,0.0545,-0.042
305,VID,0.0458,-0.0273,0.0095,-0.0792,-0.0385,0.0719,0,0.0757,0.0105,-0.0593,0.0093,0.0193,0.2455,-0.1703,-0.0229,0.0859,0.058,-0.2061,0,0.0734,-0.1104,-0.0088,-0.1271,-0.1868,-0.0125,-0.1331,-0.0177,0.123,-0.1799,0.1838,0.058,0.0274,-0.049,-0.1207,-0.0187,-0.2791
306,VJC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,VIP,-0.026,-0.0646,0.0189,0.0049,-0.0283,-0.083,-0.0075,-0.039,-0.0451,0.1437,-0.0596,-0.0356,0.1795,0.055,0.0119,0,0.0792,-0.0348,-0.0902,0.2218,-0.1448,0.0337,-0.0997,-0.1413,0.0248,-0.2319,-0.1342,0.1099,-0.2511,0.3064,0.1161,0.0764,-0.1322,-0.0787,-0.2035,-0.1804
308,VPS,-0.0042,-0.1095,0.1478,-0.009,0.0423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,VIS,0.1262,0.1675,0.1262,0.1712,-0.1249,0.0518,0.0451,-0.1129,-0.0447,0.0773,-0.058,-0.0555,0.0223,-0.0476,0.0167,-0.0084,0.1975,-0.2486,-0.1648,0.1091,-0.1142,0.0421,-0.1639,-0.123,-0.0806,-0.1398,-0.154,-0.0945,-0.1485,0.3844,0.3163,-0.0136,0.0068,0.0245,-0.1719,-0.1785
310,VMD,-0.0147,-0.0759,0.138,-0.035,0.0616,-0.0545,0.1833,0.0386,0.0194,0.0362,0.0027,0.0902,0.0384,-0.0317,-0.0101,-0.0257,-0.0184,-0.0455,-0.0362,0.0177,-0.1288,0.0176,-0.0667,-0.044,-0.0031,,,,,,,,,,,
311,VNA,-0.0152,-0.0994,0.0202,-0.1249,0.0492,-0.0492,-0.1091,-0.0458,0.0835,0.0414,-0.0414,0,0.0414,0.0792,-0.017,-0.0164,-0.031,-0.1174,-0.2055,0.1419,-0.1347,-0.0911,-0.0802,-0.1873,-0.0365,-0.1449,-0.1019,0.2186,,,,,,,,
312,VNE,0.1145,-0.1492,-0.0741,-0.0918,0.055,-0.0785,-0.0254,0.1364,0.0397,0.1878,-0.0407,-0.019,0.0892,0.1224,-0.0825,-0.1035,0.0487,-0.0984,-0.0058,0.3837,-0.1899,-0.0177,-0.1271,-0.1782,-0.0371,-0.1839,-0.0102,0.0424,-0.0573,0.0861,0.2723,0.0229,-0.0339,-0.1303,-0.307,-0.3435
313,VNG,0.0082,-0.1511,0.1021,-0.0037,0.1176,-0.0911,-0.0191,0.0645,0.0809,0.016,-0.1461,0.18,0.0911,0.0969,-0.0969,-0.028,0.1434,-0.0776,-0.059,0,-0.4102,-0.0209,0.0373,0.0056,0.0143,-0.0495,0.1696,0.0708,,,,,,,,
314,VNL,0.0322,-0.0164,0,-0.0295,-0.0429,0.0414,0.0822,-0.0512,0.0248,0.1055,0.0177,0.0792,0.0611,-0.0062,0.0523,-0.0103,0.028,-0.0348,0.0101,0.0246,0,0,-0.0479,-0.049,0.03,-0.0969,-0.0853,0.0317,-0.1567,,,,,,,
315,VNM,-0.0417,-0.0464,0.0556,0.0786,-0.0074,-0.0073,0.0458,0.0164,-0.0042,-0.1123,-0.0095,-0.0062,0.0031,-0.0152,0.0679,0.0891,-0.0926,0.1451,-0.0048,0.0222,-0.1693,0.0431,0.0395,0.0504,0.0313,-0.0219,-0.0117,0.0838,-0.0527,-0.1584,0.171,0.0156,0.0217,-0.1453,-0.0897,-0.0252
316,VNS,-0.0444,0.0541,0.0538,-0.0292,-0.0357,-0.0175,-0.0803,-0.0316,-0.0685,0.0381,-0.0381,0.0232,-0.036,0.049,0.1187,0.1095,0.0508,-0.0427,0.0536,0.0507,0.0669,-0.0792,0.0649,-0.2018,-0.0116,-0.0524,-0.2356,0.1455,-0.1229,0.1516,0.3248,0.0118,-0.0187,-0.3773,,
317,VOS,-0.1016,-0.0874,-0.0918,-0.0757,-0.1206,-0.013,-0.1217,-0.1392,0.06,0.1303,-0.0314,0.0314,0.0223,0.1484,-0.1001,0.0843,0.0669,-0.1513,-0.0596,0.0113,-0.0734,-0.0189,-0.1792,-0.14,-0.0341,,,,,,,,,,,
318,VPH,0.0058,-0.1497,-0.0439,0.0486,0.0654,-0.0107,-0.1617,0.0342,0.1223,0.0498,-0.0703,-0.029,0.2442,0.043,0.058,-0.0757,0.0862,-0.1196,-0.197,0.3274,-0.2492,-0.1862,-0.1299,-0.1944,-0.0093,-0.2144,-0.2069,-0.0035,-0.1584,,,,,,,
319,VPK,-0.0588,-0.028,-0.0969,0.0066,-0.0857,0.0036,0.0037,0.0548,0.0192,-0.0376,-0.0615,-0.1436,0.0218,0.0341,-0.0778,0.1621,0.061,0.2101,-0.0032,0.2093,0.0854,0.0327,-0.0327,-0.0802,-0.0352,-0.0832,0.0121,0.0759,-0.1075,0.0613,0.098,-0.0055,-0.0746,-0.0223,-0.1206,-0.2258
320,VRC,0.0768,0.203,0.1738,0.0069,-0.0527,-0.0182,0.0245,0.0465,0.052,0,-0.0378,0.0458,0.0696,-0.0093,-0.0269,0,0.0088,-0.179,-0.122,0.0881,-0.0654,0.024,-0.1695,-0.3718,0.0086,-0.1293,,,,,,,,,,
321,VSC,-0.0094,-0.0508,0.0805,-0.1142,0.015,0.127,0.0125,0.0216,-0.0695,0.0313,-0.0778,-0.0199,0.1503,0.1135,-0.0398,0.0177,0.086,-0.0382,-0.0161,0.1055,-0.03,-0.028,-0.2907,0,0.0035,-0.0649,-0.0822,-0.0147,-0.1139,0.1544,0.2062,0.0741,-0.1447,-0.0072,-0.0309,-0.2482
322,VSH,-0.0029,0.0265,-0.012,-0.0395,-0.0185,0.073,0.022,-0.028,-0.003,-0.003,-0.0531,-0.0052,0.0797,0.0095,0.0401,0.0142,0.058,0,-0.058,0.1601,-0.0809,0.0506,-0.0634,-0.0841,0.0477,-0.0442,-0.1025,0.0112,-0.3835,0.0329,0.0596,0.0254,-0.0151,-0.0146,-0.0591,-0.0944
323,VSI,0.057,-0.033,-0.0562,0.0158,-0.0765,0.2337,-0.0397,0.0042,0.0792,0.0263,-0.0212,0.1534,0.0719,-0.1271,-0.049,0.03,0.0817,-0.1116,-0.1117,0.2159,-0.0804,0.0187,-0.1675,-0.1761,,,,,,,,,,,,
324,VTB,0.081,-0.0557,-0.016,0.016,-0.0223,0.0289,0.0101,-0.0034,0.0034,0.0819,-0.0354,0,0.0969,-0.0362,0.0862,-0.0105,0.1389,-0.1178,-0.0746,0.1085,-0.0602,0.0051,-0.0886,-0.1207,-0.0454,-0.1432,0.055,0.094,-0.2351,0.256,0.0695,-0.0312,-0.0563,-0.0173,-0.219,-0.2136
325,VTO,-0.0532,-0.0784,0.1566,0.0613,-0.0193,-0.0185,-0.0119,-0.0703,0.0204,0.0678,-0.0061,0.0444,0.1227,0.0774,0,-0.0774,0.0567,-0.0741,-0.0986,0.1627,-0.0641,0.0086,-0.0864,-0.1592,-0.0049,-0.1225,-0.0421,0.0609,-0.1998,0.129,0.0785,-0.0078,-0.1113,-0.026,-0.2059,-0.275
326,ACB,0.0942,0.0211,0.0048,-0.0259,-0.0393,-0.0164,0.1091,-0.0102,0.0508,-0.0028,-0.0273,0.0053,0.0164,-0.0055,-0.0055,-0.0439,0.0633,-0.2252,0,0.0836,-0.0081,0.0122,-0.0142,-0.0491,-0.0441,-0.0474,-0.0518,-0.0164,-0.1098,-0.0179,0.1048,0.1164,-0.1956,-0.1513,-0.1199,-0.2156
327,ACM,-0.0248,-0.0458,-0.301,-0.07,0.1406,-0.4462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,ADC,-0.0085,-0.0219,-0.1283,0.0351,-0.2362,0.0488,0.1125,-0.009,0.02,0.047,0.0234,0.1085,0.0764,-0.0414,0,0.003,0.148,0.0453,0.0296,0.0906,-0.0124,0.0519,-0.0757,-0.2113,,,,,,,,,,,,
329,ALT,0.0314,0.03,-0.0969,0.0062,0.0985,-0.0555,0.0177,0.0378,0,-0.0155,-0.0537,0.0692,-0.052,0.0848,0.0043,-0.0639,-0.0902,0.1331,-0.02,-0.0375,0.0109,0.0633,-0.1406,-0.1109,-0.0388,-0.0436,-0.0136,-0.0419,-0.0645,0.0645,,,,,,
330,ALV,-0.0872,-0.1047,-0.03,-0.0458,-0.0719,-0.0353,-0.0263,0.0196,0.0067,0.0902,-0.0244,0.0776,0.1187,0.0256,-0.0497,-0.055,0.1319,-0.1988,-0.1611,0.2078,-0.0808,0,-0.2489,-0.2337,0.0027,,,,,,,,,,,
331,AMC,-0.0336,0.0212,-0.0081,0.0982,0.0421,0.0719,-0.0792,0.088,-0.0969,0.0467,-0.1347,-0.0388,0.2062,0.0792,0.0782,0.0624,-0.1654,0,-0.0166,,,,,,,,,,,,,,,,,
332,AME,-0.0322,0.0322,0,-0.0524,0.0414,0.011,0,-0.0217,-0.0105,0,-0.0757,-0.0569,0,0.3579,0.0969,-0.1761,0.1761,-0.1303,-0.0872,0.0561,-0.1287,-0.0217,-0.1654,-0.1513,-0.104,-0.2407,,,,,,,,,,
333,AMV,0.186,0.2194,-0.0122,-0.0458,-0.0314,0.0894,-0.0994,0.0414,-0.07,-0.0522,-0.0239,-0.0647,-0.0902,0.312,0.047,-0.0122,0.1249,-0.1249,-0.0969,-0.0458,-0.0792,-0.0479,-0.1033,-0.2379,0.015,-0.3419,0.3038,0.0201,,,,,,,,
334,API,0.1624,0.048,-0.0326,-0.0938,-0.0364,0.0761,-0.1852,-0.009,-0.0088,0.1154,-0.0946,0.1776,0.1452,0.1249,0.1891,0.0272,0.0142,-0.1139,-0.0902,0.2341,-0.2341,0.0378,-0.1627,-0.2391,-0.0914,,,,,,,,,,,
335,APP,0.0334,-0.0607,-0.0038,0.0114,-0.093,0.0322,0,0,-0.0164,0.0334,-0.0204,0.0566,0.0479,0.0085,0.0131,0.0517,0,-0.0817,-0.1249,0.0355,0.035,0.0302,-0.2334,-0.0696,-0.0831,,,,,,,,,,,
336,APS,-0.0532,-0.0164,0,0,-0.06,-0.0884,-0.033,-0.0685,-0.0969,0.0378,-0.059,0.1659,0.1283,-0.0263,0.0263,-0.0631,0.0768,-0.1107,-0.0881,0.368,-0.3499,0.07,-0.1833,-0.2639,-0.0477,-0.1841,0.0531,,,0.0585,,,,,,
337,ARM,0.0386,-0.0257,-0.0026,0.0453,0.0223,0.0399,0,0.0421,0.0719,0.011,-0.0066,0.0022,0.0589,-0.0316,-0.0509,0.0348,0.0658,0.0134,0,0.028,0.0862,0.0605,-0.057,-0.0659,-0.2113,,,,,,,,,,,
